annee,academie,bac_general Inscrits,bac_general Présents,bac_general Réussite,bac_general Réussite (chiffres),bac_general AB,bac_general B,bac_general TB,bac_pro Inscrits,bac_pro Présents,bac_pro Réussite,bac_pro AB,bac_pro B,bac_pro TB,bac_techno Inscrits,bac_techno Présents,bac_techno Réussite,bac_techno AB,bac_techno B,bac_techno TB
2003,ORLEANS-TOURS,12328,12226,"0,8232455423",10065,2507,1028,298,3858,3740,"0,7628342246",1014,215,13,6785,6643,"0,7785639019",1194,263,30
2003,PARIS,15409,15031,"0,8228993414",12369,3179,1476,360,3830,3691,"0,6664860471",788,133,13,4997,4794,"0,7106800167",576,122,25
2003,POITIERS,7710,7645,"0,8400261609",6422,1597,530,133,2672,2578,"0,8072148953",754,164,12,4461,4355,"0,8119402985",770,156,16
2003,REIMS,6846,6785,"0,8200442152",5564,1360,609,205,2657,2596,"0,7708012327",694,136,9,3834,3765,"0,7909694555",702,136,8
2003,RENNES,15536,15401,"0,8942925784",13773,3659,1365,336,5303,5128,"0,8383385335",1650,400,30,9492,9289,"0,8512218753",1868,355,22
2003,ROUEN,9633,9528,"0,7895675903",7523,1685,646,196,4088,3973,"0,7586206897",975,267,27,6411,6254,"0,6818036457",658,92,12
2003,STRASBOURG,8241,8157,"0,8761799681",7147,1932,921,272,3414,3324,"0,7966305656",970,231,20,4611,4522,"0,8210968598",963,247,34
2003,TOULOUSE,12600,12456,"0,8669717405",10799,2749,1189,345,4251,4112,"0,8156614786",1253,339,23,7048,6857,"0,8207670993",1327,335,40
2003,VERSAILLES,30015,29536,"0,8375880282",24739,5947,2462,570,9307,8982,"0,6843687375",1976,330,24,17192,16491,"0,733915469",2179,452,61
2004,AIX-MARSEILLE,14564,14365,"0,8042464323",11553,2795,1138,374,5576,5354,"0,7534553605",1408,372,35,7826,7574,"0,765909691",1291,270,20
2004,AMIENS,9065,8952,"0,7834003575",7013,1657,636,229,3645,3576,"0,7648210291",948,203,20,6316,6112,"0,7043520942",906,198,21
2004,BESANCON,5615,5580,"0,8534050179",4762,1202,569,196,2217,2174,"0,7916283349",609,114,4,3509,3415,"0,8035139092",674,170,16
2004,BORDEAUX,14399,14216,"0,8372960045",11903,2905,1006,240,4980,4866,"0,8253185368",1536,324,39,7162,6989,"0,8085563028",1227,263,19
2004,CAEN,7268,7203,"0,8192419825",5901,1364,583,163,2738,2685,"0,8271880819",831,164,8,3838,3747,"0,8211902856",776,170,16
2004,CLERMONT-FERRAND,6220,6168,"0,8482490272",5232,1345,580,183,2053,2015,"0,8277915633",638,168,9,3093,3030,"0,803630363",631,130,11
2004,CORSE,1354,1318,"0,8019726859",1057,206,99,43,323,300,"0,7266666667",68,12,1,754,714,"0,7198879552",74,23,2
2004,CRETEIL,20501,20006,"0,7605718285",15216,3248,1275,317,7937,7592,"0,6322444679",1267,184,7,14988,14381,"0,6669911689",1482,313,41
2004,DIJON,7697,7628,"0,8422915574",6425,1624,704,243,2512,2471,"0,8008903278",730,134,12,4433,4336,"0,8101937269",877,193,19
2004,GRENOBLE,15993,15808,"0,8742408907",13820,3777,1844,529,4784,4661,"0,8363012229",1564,309,24,8667,8417,"0,848758465",1847,468,30
2004,GUADELOUPE,2617,2600,"0,7473076923",1943,302,120,37,1373,1304,"0,6771472393",222,27,1,1685,1657,"0,6704888352",99,15,2
2004,GUYANE,721,707,"0,7213578501",510,113,30,10,418,397,"0,5919395466",59,8,0,490,470,"0,6531914894",46,8,1
2004,LA REUNION,4355,4297,"0,7803118455",3353,736,323,117,1541,1499,"0,7658438959",325,74,5,2830,2727,"0,7546754675",417,112,9
2004,LILLE,22347,22126,"0,7980656242",17658,4097,1937,805,9642,9405,"0,7341839447",2290,532,41,15075,14643,"0,7425390972",2366,599,75
2004,LIMOGES,3103,3073,"0,8018223235",2464,555,270,70,1148,1115,"0,8143497758",319,99,10,1853,1815,"0,8060606061",364,101,8
2004,LYON,15528,15392,"0,841281185",12949,3216,1466,426,5777,5634,"0,777600284",1580,327,27,8063,7880,"0,8101522843",1574,396,49
2004,MARTINIQUE,2291,2249,"0,7856825256",1767,332,114,20,1250,1167,"0,6229648672",193,19,3,1785,1730,"0,6317919075",103,14,1
2004,MONTPELLIER,11663,11498,"0,8096190642",9309,2233,912,293,3719,3581,"0,8042446244",967,170,10,6257,6063,"0,7869041729",1109,279,28
2004,NANCY-METZ,11658,11535,"0,8321629822",9599,2416,1035,361,4699,4604,"0,8171155517",1463,321,15,7870,7668,"0,7867762128",1378,355,37
2004,NANTES,17151,17026,"0,8698461177",14810,3918,1637,505,6249,6079,"0,8078631354",1806,341,14,8937,8786,"0,8438424767",1814,534,55
2004,NICE,10249,10072,"0,8097696585",8156,2005,942,361,2972,2869,"0,7793656326",793,149,6,4407,4214,"0,766967252",650,135,15
2004,ORLEANS-TOURS,11998,11875,"0,8099368421",9618,2327,1059,333,3845,3726,"0,7839506173",1021,269,14,6614,6487,"0,7975951904",1350,277,23
2004,PARIS,14911,14537,"0,8177753319",11888,3167,1675,460,3995,3850,"0,6828571429",840,197,20,5014,4810,"0,6912681913",588,134,20
2004,POITIERS,7620,7566,"0,8371662702",6334,1472,627,152,2614,2556,"0,813771518",803,133,6,4284,4209,"0,8158707531",818,148,10
2004,REIMS,6758,6713,"0,8006852376",5375,1324,532,163,2715,2654,"0,7792012057",732,115,5,3844,3765,"0,7604249668",595,120,14
2004,RENNES,15631,15514,"0,8791414207",13639,3640,1409,396,5352,5191,"0,8483914467",1862,403,22,9348,9191,"0,8617125449",2138,418,23
2004,ROUEN,9421,9303,"0,7855530474",7308,1592,655,193,4319,4174,"0,7910876857",1126,285,16,6682,6496,"0,7033559113",769,141,20
2004,STRASBOURG,8051,7970,"0,8681304893",6919,1847,932,314,3375,3302,"0,8055723804",1007,233,8,4554,4460,"0,8434977578",979,298,18
2004,TOULOUSE,12458,12323,"0,8581514242",10575,2619,1206,326,4158,4019,"0,81662105",1283,300,22,7044,6869,"0,8245741738",1387,304,38
2004,VERSAILLES,29478,28999,"0,8304079451",24081,6163,2735,661,9475,9073,"0,6892979169",1976,438,46,17254,16600,"0,711626506",2106,528,63
2005,AIX-MARSEILLE,14880,14671,"0,8231886034",12077,2962,1179,341,5621,5423,"0,7055135534",1242,342,51,7974,7769,"0,7612305316",1319,313,32
2005,AMIENS,9203,9127,"0,8021255615",7321,1736,702,287,3713,3655,"0,7316005472",909,185,21,6133,5945,"0,7084945332",865,217,27
2005,BESANCON,5640,5584,"0,8621060172",4814,1284,536,177,2267,2215,"0,7805869074",651,116,1,3223,3150,"0,7996825397",640,150,21
2005,BORDEAUX,14782,14619,"0,8475955948",12391,2958,1140,315,4975,4895,"0,8010214505",1420,285,21,7018,6851,"0,8090789666",1179,260,21
2005,CAEN,7164,7111,"0,8377162143",5957,1359,568,181,2792,2744,"0,7831632653",781,149,9,3726,3642,"0,8163097199",734,146,17
2005,CLERMONT-FERRAND,6265,6207,"0,8553246335",5309,1434,606,220,2173,2125,"0,8089411765",704,162,4,3094,3026,"0,8000660939",584,135,10
2005,CORSE,1364,1337,"0,818249813",1094,219,101,58,316,294,"0,7585034014",61,15,0,765,742,"0,7129380054",79,21,3
2005,CRETEIL,21009,20557,"0,7769616189",15972,3574,1330,357,8103,7736,"0,5988883144",1163,179,10,15141,14468,"0,6665745093",1571,361,36
2005,DIJON,7780,7715,"0,8558651977",6603,1640,782,222,2640,2589,"0,7775202781",677,119,4,4316,4230,"0,7853427896",778,191,21
2005,GRENOBLE,16245,16082,"0,8942917548",14382,4182,1836,620,5042,4933,"0,8282992094",1513,402,26,8307,8104,"0,8400789733",1846,508,50
2005,GUADELOUPE,2692,2657,"0,7384267971",1962,358,133,38,1507,1461,"0,6707734428",265,29,1,1669,1631,"0,7032495402",118,19,0
2005,GUYANE,658,646,"0,73374613",474,68,35,3,469,438,"0,6278538813",73,10,0,552,527,"0,569259962",39,8,1
2005,LA REUNION,4593,4544,"0,8074383803",3669,829,387,171,1685,1652,"0,7167070218",308,72,6,2853,2764,"0,765195369",464,107,17
2005,LILLE,22486,22265,"0,8013474062",17842,4113,1960,762,9499,9242,"0,7155377624",2037,451,33,14600,14194,"0,731435818",2220,591,101
2005,LIMOGES,3309,3276,"0,82997558",2719,712,268,106,1198,1172,"0,7687713311",330,85,10,1833,1794,"0,7965440357",330,97,14
2005,LYON,15784,15650,"0,858658147",13438,3513,1410,386,5907,5769,"0,7606170914",1571,369,28,7997,7796,"0,7948948179",1412,331,44
2005,MARTINIQUE,2286,2244,"0,7820855615",1755,334,128,48,1340,1278,"0,6025039124",157,20,1,1962,1894,"0,6129883844",99,5,1
2005,MONTPELLIER,12160,12009,"0,8188025647",9833,2318,933,353,3841,3713,"0,7576084029",831,169,11,6366,6169,"0,795104555",1111,242,30
2005,NANCY-METZ,11702,11616,"0,8553719008",9936,2624,1197,397,4899,4811,"0,8029515693",1412,305,20,7651,7498,"0,754601227",1363,334,36
2005,NANTES,17585,17450,"0,8813180516",15379,4045,1584,436,6349,6190,"0,782552504",1771,402,19,8933,8755,"0,8344945745",1882,512,73
2005,NICE,10460,10261,"0,8430952149",8651,2316,1094,410,3144,3007,"0,7203192551",681,124,11,4671,4467,"0,7320349228",632,161,20
2005,ORLEANS-TOURS,12572,12454,"0,8479203469",10560,2791,1173,415,3990,3916,"0,7543411645",1066,205,17,6489,6373,"0,7578848266",1113,266,22
2005,PARIS,15338,14981,"0,8328549496",12477,3428,1698,462,4062,3878,"0,6560082517",820,182,20,5303,5075,"0,7133004926",684,183,26
2005,POITIERS,7816,7755,"0,8477111541",6574,1613,579,175,2579,2516,"0,7909379968",716,116,6,4298,4211,"0,7950605557",730,134,13
2005,REIMS,6966,6904,"0,8046060255",5555,1348,557,182,2782,2747,"0,7728431016",725,120,7,3924,3857,"0,7806585429",705,161,20
2005,RENNES,16214,16122,"0,8936856469",14408,3739,1548,429,5506,5346,"0,8490460157",1788,444,31,9247,9097,"0,8386281192",1966,387,26
2005,ROUEN,9478,9389,"0,8153157951",7655,1747,721,237,4309,4162,"0,7340221048",979,221,18,6602,6421,"0,6953745523",745,160,13
2005,STRASBOURG,8491,8418,"0,8850083155",7450,2124,1027,357,3381,3311,"0,7822410148",980,247,20,4418,4327,"0,8366073492",951,266,36
2005,TOULOUSE,12680,12575,"0,8720477137",10966,2865,1240,424,4386,4262,"0,7925856405",1289,321,21,6709,6561,"0,8090230148",1366,294,33
2005,VERSAILLES,30455,29941,"0,8446277679",25289,6519,2764,780,9665,9286,"0,66594874",1834,335,19,17626,16902,"0,7179623713",2374,570,75
2006,AIX-MARSEILLE,15026,14818,"0,8482926171",12570,3438,1549,503,6064,5859,"0,7591739205",1542,414,56,7699,7466,"0,7744441468",1224,271,22
2006,AMIENS,9268,9138,"0,8305975049",7590,2000,938,415,3931,3827,"0,771622681",1016,326,26,6000,5795,"0,7270060397",928,218,31
2006,BESANCON,5604,5548,"0,8722062004",4839,1355,660,249,2273,2232,"0,8095878136",681,149,9,3213,3152,"0,7741116751",539,142,17
2006,BORDEAUX,15064,14851,"0,8762372904",13013,3487,1449,418,5406,5311,"0,8149124459",1586,318,33,6916,6778,"0,8005311301",1057,217,19
2006,CAEN,7103,7037,"0,8543413386",6012,1466,678,212,2998,2940,"0,8360544218",923,217,18,3594,3528,"0,8010204082",599,113,10
2006,CLERMONT-FERRAND,6281,6216,"0,8677606178",5394,1544,691,241,2328,2298,"0,7937336815",666,168,8,2942,2884,"0,8075589459",486,92,7
2006,CORSE,1385,1349,"0,8880652335",1198,239,137,79,303,282,"0,7517730496",69,9,1,752,715,"0,7706293706",71,18,4
2006,CRETEIL,21599,21079,"0,808577257",17044,4301,1856,593,8656,8226,"0,6532944323",1471,230,21,15133,14429,"0,6780095641",1410,333,34
2006,DIJON,7792,7716,"0,8897096941",6865,1934,934,350,2800,2756,"0,820754717",810,175,14,4481,4341,"0,794747754",758,163,19
2006,GRENOBLE,16771,16584,"0,9097322721",15087,4643,2412,854,5027,4912,"0,8035423453",1505,365,21,8258,8045,"0,8372902424",1745,414,45
2006,GUADELOUPE,2711,2666,"0,756564141",2017,398,130,29,1450,1400,"0,7307142857",293,47,2,1684,1616,"0,7159653465",113,19,3
2006,GUYANE,783,769,"0,7503250975",577,118,38,13,471,441,"0,6553287982",74,10,0,609,591,"0,6379018613",53,6,0
2006,LA REUNION,4490,4439,"0,8256364046",3665,862,480,253,1765,1724,"0,7662412993",401,90,5,2795,2726,"0,7868672047",474,125,21
2006,LILLE,21928,21695,"0,8365982945",18150,4566,2505,1222,9840,9616,"0,7367928453",2262,493,45,14361,13984,"0,751930778",2285,628,118
2006,LIMOGES,3182,3140,"0,8837579618",2775,757,389,154,1234,1209,"0,8163771712",366,118,10,1832,1793,"0,807585053",346,88,17
2006,LYON,16126,15973,"0,8785450448",14033,4214,1973,646,5964,5806,"0,7828108853",1649,356,17,7795,7613,"0,8174175752",1520,358,35
2006,MARTINIQUE,2341,2313,"0,7833981842",1812,368,126,39,1491,1415,"0,6155477032",244,41,2,2018,1931,"0,6561367167",113,11,0
2006,MONTPELLIER,12510,12348,"0,8513929381",10513,2688,1370,496,4202,4008,"0,7664670659",1014,222,25,6310,6108,"0,7753765553",978,220,32
2006,NANCY-METZ,11685,11579,"0,8828914414",10223,2897,1542,612,5130,5036,"0,8105639396",1520,367,23,7460,7300,"0,7771232877",1368,362,38
2006,NANTES,17767,17645,"0,906205724",15990,4766,2312,808,6438,6254,"0,7852574352",1898,393,27,8690,8564,"0,8424801495",1857,436,44
2006,NICE,10504,10302,"0,8644923316",8906,2511,1384,537,3277,3151,"0,7699143129",776,121,14,4712,4501,"0,7471672962",682,135,11
2006,ORLEANS-TOURS,12214,12097,"0,8552533686",10346,2863,1392,522,4084,3994,"0,7801702554",1085,249,17,6727,6561,"0,7843316568",1156,273,27
2006,PARIS,15485,15115,"0,868805822",13132,3740,2234,858,4111,3961,"0,7286038879",979,202,12,5065,4854,"0,7418623815",711,185,25
2006,POITIERS,7771,7705,"0,8709928618",6711,1805,774,261,2764,2711,"0,8292143121",887,217,17,4247,4155,"0,8064981949",695,137,10
2006,REIMS,6878,6820,"0,8340175953",5688,1527,691,259,2921,2866,"0,770760642",743,141,11,3782,3710,"0,7733153639",641,139,10
2006,RENNES,16335,16220,"0,9083847102",14734,4246,1798,570,5536,5423,"0,8532177761",1935,470,44,9170,9058,"0,8537204681",1930,378,37
2006,ROUEN,9179,9107,"0,8473701548",7717,2055,953,382,4268,4159,"0,7708583794",1084,271,27,6374,6195,"0,7092816788",766,150,18
2006,STRASBOURG,8690,8621,"0,901055562",7768,2372,1271,466,3717,3656,"0,8386214442",1284,298,29,4668,4586,"0,8288268644",908,250,26
2006,TOULOUSE,13051,12884,"0,8933561006",11510,3304,1656,588,4634,4509,"0,8063872255",1445,393,40,6681,6490,"0,8036979969",1100,256,28
2006,VERSAILLES,31405,30900,"0,8708414239",26909,7779,3838,1237,10266,9816,"0,722799511",2337,454,29,17052,16361,"0,7490373449",2210,514,73
2007,AIX-MARSEILLE,14810,14635,"0,864502904",12652,3446,1678,618,6084,5902,"0,7780413419",1599,623,80,7344,7126,"0,8003087286",1381,290,32
2007,AMIENS,8921,8844,"0,8400045228",7429,1937,887,425,3857,3791,"0,768662622",1050,279,26,5554,5424,"0,7352507375",904,228,37
2007,BESANCON,5580,5528,"0,8863965268",4900,1398,693,316,2212,2175,"0,8091954023",678,160,11,3011,2956,"0,7960081191",550,132,13
2007,BORDEAUX,14755,14589,"0,8846391117",12906,3573,1673,605,5375,5296,"0,8355362538",1775,430,35,6709,6568,"0,8565773447",1326,263,17
2007,CAEN,7291,7234,"0,8746198507",6327,1719,863,336,2752,2713,"0,8466642094",930,220,15,3513,3431,"0,828329933",693,169,14
2007,CLERMONT-FERRAND,6020,5950,"0,8825210084",5251,1523,735,307,2247,2203,"0,7893781207",667,179,17,2778,2724,"0,8046989721",480,105,8
2007,CORSE,1318,1295,"0,8810810811",1141,262,144,68,297,278,"0,6726618705",63,21,2,742,708,"0,656779661",73,18,1
2007,CRETEIL,21316,20767,"0,8180286031",16988,4383,1972,703,8782,8416,"0,6715779468",1690,346,20,14006,13302,"0,7001954593",1645,342,27
