id,Url Source,Année,Titre,Competiton,Type,Premier Film,Realise Par,Sexe,Présence du réalisateur,Pays,Pays 1,Pays 2,Pays 3,Pays 4,Pays 5,Président du jury,Nationalité du président du jury,même pays jury et prod ,Palme,Récompense,Duree,Annee,URL Allociné,Note Allociné,Nombre de notes Sens Critique,Note Sens Critique,Classement Sens Critique
fc10,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4339/year/1946.html,1946,TRES DIAS SEM DEUS (TROIS JOURS SANS DIEU),En Compétition,Longs Métrages,,Barbara VIRGINIA,,1,PORTUGAL,PORTUGAL,,,,,Georges Huisman,France,0,0,,,,,,,0,4
fc11,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4313/year/1946.html,1946,THE CAPTIVE HEART (J'ETAIS UN PRISONNIER),En Compétition,Longs Métrages,,Basil DEARDEN,,1,ROYAUME-UNI,ROYAUME-UNI,,,,,Georges Huisman,France,0,0,,,,,,,0,5
fc12,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4308/year/1946.html,1946,THE MAGIC BOW,En Compétition,Longs Métrages,,Bernard KNOWLES,,1,ROYAUME-UNI,ROYAUME-UNI,,,,,Georges Huisman,France,0,0,,,,,,1,6,695
fc13,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4275/year/1946.html,1946,THE LOST WEEK-END (LE POISON),En Compétition,Longs Métrages,,Billy WILDER,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Georges Huisman,France,0,1,"Grand Prix International de la meilleure interprétation masculine, 1946;Grand Prix, 1946",,,http://www.allocine.fr/film/fichefilm_gen_cfilm=65267.html,"4,2",589,"7,5",1492
fc14,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4280/year/1946.html,1946,MAKE MINE MUSIC (LA BOITE A MUSIQUE),En Compétition,Longs Métrages,,Bob CORMACK Clyde GERONIMI Jack KINNEY Hamilton LUSKE Joshua MEADOR,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Georges Huisman,France,0,0,"Grand Prix International du dessin animé, 1946",,,,,,0,6
fc15,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4266/year/1946.html,1946,DE RODE ENGE (LA TERRE SERA ROUGE),En Compétition,Longs Métrages,,Bodil IPSEN Lau LAURITZEN,,1,DANEMARK,DANEMARK,,,,,Georges Huisman,France,0,1,"Grand Prix, 1946",,,http://www.allocine.fr/film/fichefilm_gen_cfilm=174825.html,#N/A,1,0,531
fc16,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4278/year/1946.html,1946,GILDA,En Compétition,Longs Métrages,,Charles VIDOR,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Georges Huisman,France,0,0,,,,,,893,"7,3",1333
fc17,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4314/year/1946.html,1946,NEECHA NAGAR (LA VILLE BASSE),En Compétition,Longs Métrages,,Chetan ANAND,,1,INDE,INDE,,,,,Georges Huisman,France,0,1,"Grand Prix, 1946",,,http://www.allocine.fr/film/fichefilm_gen_cfilm=193367.html,#N/A,,0,532
fc18,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4291/year/1946.html,1946,LE REVENANT,En Compétition,Longs Métrages,,CHRISTIAN-JAQUE,,1,FRANCE,FRANCE,,,,,Georges Huisman,France,1,0,,,,,,,0,7
fc19,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4309/year/1946.html,1946,THE SEVENTH VEIL (LE SEPTIEME VOILE),En Compétition,Longs Métrages,,Compton BENNET,,1,ROYAUME-UNI,ROYAUME-UNI,,,,,Georges Huisman,France,0,0,,,,,,5,"7,6",1498
fc2,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4367/year/1946.html,1946,ZOYA (ZOIA),En Compétition,Longs Métrages,,Lev ARNCHTAM,,1,,,,,,,Georges Huisman,France,0,0,,,,,,,0,1
fc20,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4310/year/1946.html,1946,BRIEF ENCOUNTER (BREVE RENCONTRE),En Compétition,Longs Métrages,,David LEAN,,1,ROYAUME-UNI,ROYAUME-UNI,,,,,Georges Huisman,France,0,1,"Grand Prix, 1946",,,http://www.allocine.fr/film/fichefilm_gen_cfilm=4291.html,"4,3",516,"7,9",1639
fc21,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4325/year/1946.html,1946,MARIA CANDELARIA,En Compétition,Longs Métrages,,Emilio FERNÁNDEZ,,1,MEXIQUE,MEXIQUE,,,,,Georges Huisman,France,0,1,"Grand Prix, 1946",,,http://www.allocine.fr/film/fichefilm_gen_cfilm=6955.html,3,12,"7,3",1335
fc22,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4357/year/1946.html,1946,MUZI BEZ KIDEL (LES HOMMES SANS AILES),En Compétition,Longs Métrages,,Frantisek CAP,,1,TCHEQUOSLOVAQUIE,TCHEQUOSLOVAQUIE,,,,,Georges Huisman,France,0,1,"Grand Prix, 1946",,,http://www.allocine.fr/film/fichefilm_gen_cfilm=16126.html,#N/A,,0,533
fc23,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4363/year/1946.html,1946,VELIKIY PERELOM (LE TOURNANT DECISIF),En Compétition,Longs Métrages,,Friedrich ERMLER,,1,RUSSIE,RUSSIE,,,,,Georges Huisman,France,0,1,"Grand Prix International de la Société des Auteurs et Compositeurs Dramatiques (, 1946;Grand Prix, 1946",,,http://www.allocine.fr/film/fichefilm_gen_cfilm=2025.html,#N/A,,0,534
fc24,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4307/year/1946.html,1946,CAESAR AND CLEOPATRA (CESAR ET CLEOPATRE),En Compétition,Longs Métrages,,Gabriel PASCAL,,1,ROYAUME-UNI,ROYAUME-UNI,,,,,Georges Huisman,France,0,0,,,,,,25,"5,8",649
fc25,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4279/year/1946.html,1946,GASLIGHT (HANTISE),En Compétition,Longs Métrages,,George CUKOR,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Georges Huisman,France,0,0,,,,,,1 609,4,538
fc26,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4321/year/1946.html,1946,AMANTI IN FUGA (AMANTS EN FUITE),En Compétition,Longs Métrages,,Giacomo GENTILOMO,,1,ITALIE,ITALIE,,,,,Georges Huisman,France,0,0,,,,,,,0,8
fc27,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4276/year/1946.html,1946,WONDER MAN (LE JOYEUX PHENOMENE),En Compétition,Longs Métrages,,H. Bruce HUMBERSTONE,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Georges Huisman,France,0,0,,,,,,,0,9
fc28,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4277/year/1946.html,1946,RHAPSODY IN BLUE,En Compétition,Longs Métrages,,Irving RAPPER,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Georges Huisman,France,0,0,,,,,,,0,10
fc29,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4296/year/1946.html,1946,LA BELLE ET LA BETE,En Compétition,Longs Métrages,,Jean COCTEAU,,1,FRANCE,FRANCE,,,,,Georges Huisman,France,1,0,,,,,,4 800,"7,6",1499
fc3,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4294/year/1946.html,1946,LE PERE TRANQUILLE,En Compétition,Longs Métrages,,René CLEMENT,,1,FRANCE,FRANCE,,,,,Georges Huisman,France,1,0,,,,,,54,"6,9",1098
fc30,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4292/year/1946.html,1946,LA SYMPHONIE PASTORALE,En Compétition,Longs Métrages,,Jean DELANNOY,,1,FRANCE,FRANCE,,,,,Georges Huisman,France,1,1,"Grand Prix International de la S.A.C.E.M. pour la meilleure partition musicale, 1946;Grand Prix International de la meilleure interprétation féminine, 1946;Grand Prix, 1946",,,http://www.allocine.fr/film/fichefilm_gen_cfilm=6699.html,"3,2",86,"6,1",724
fc31,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4265/year/1946.html,1946,BREVET FRA AFDODE (LA LETTRE),En Compétition,Longs Métrages,,Johan JACOBSEN,,1,DANEMARK,DANEMARK,,,,,Georges Huisman,France,0,0,,,,,,78,"6,7",983
fc32,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4311/year/1946.html,1946,ANNA AND THE KING OF SIAM (ANNA ET LE ROI DE SIAM),En Compétition,Longs Métrages,,John CROMWELL,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Georges Huisman,France,0,0,,,,,,16,"5,7",620
fc33,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4338/year/1946.html,1946,CAMOENS,En Compétition,Longs Métrages,,José Leitão DE BARROS,,1,PORTUGAL,PORTUGAL,,,,,Georges Huisman,France,0,0,,,,,,,0,11
fc34,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4368/year/1946.html,1946,GLINKA,En Compétition,Longs Métrages,,Lev ARNCHTAM,,2,,,,,,,Georges Huisman,France,0,0,,,,,,,0,12
fc35,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4293/year/1946.html,1946,PATRIE,En Compétition,Longs Métrages,,Louis DAQUIN,,1,FRANCE,FRANCE,,,,,Georges Huisman,France,1,0,,,,,,1,0,13
fc36,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4349/year/1946.html,1946,DIE LETZTE CHANCE (LA DERNIERE CHANCE),En Compétition,Longs Métrages,,Léopold LINDTBERG,,1,SUISSE,SUISSE,,,,,Georges Huisman,France,0,1,"Prix International de la Paix, 1946;Grand Prix, 1946",,,http://www.allocine.fr/film/fichefilm_gen_cfilm=130257.html,#N/A,1,0,535
fc37,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4318/year/1946.html,1946,LE MISERIE DEL SIGNOR TRAVET (LES ENNUIS DE MONSIEUR TRAVET),En Compétition,Longs Métrages,,Mario SOLDATI,,1,ITALIE,ITALIE,,,,,Georges Huisman,France,0,0,,,,,,1,0,14
fc38,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4324/year/1946.html,1946,LOS TRES MOSQUETEROS (LES TROIS MOUSQUETAIRES),En Compétition,Longs Métrages,,Miguel M. DELGADO,,1,MEXIQUE,MEXIQUE,,,,,Georges Huisman,France,0,0,,,,,,373,"7,3",1334
fc39,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4366/year/1946.html,1946,CHELOVEK NO. 217 (MATRICULE 217),En Compétition,Longs Métrages,,Mikhail ROMM,,1,,,,,,,Georges Huisman,France,0,0,"Grand Prix International de l'Association des Auteurs de Films, 1946",,,,,,0,15
fc4,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4319/year/1946.html,1946,IL BANDITO (LE BANDIT),En Compétition,Longs Métrages,,Alberto LATTUADA,,1,ITALIE,ITALIE,,,,,Georges Huisman,France,0,0,,,,,,21,7,1154
fc40,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4267/year/1946.html,1946,DUNIA,En Compétition,Longs Métrages,,Muhammad KARIM,,1,ÉGYPTE,ÉGYPTE,,,,,Georges Huisman,France,0,0,,,,,,,0,16
fc41,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4358/year/1946.html,1946,NEZBEDNY BAKALAR (LE BACHELIER MALICIEUX),En Compétition,Longs Métrages,,Otakar VAVRA,,1,,,,,,,Georges Huisman,France,0,0,,,,,,,0,17
fc42,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4341/year/1946.html,1946,FLOAREA REGINEI (IMMORTELLE DES NEIGES),En Compétition,Longs Métrages,,Paul CALINESCU,,1,,,,,,,Georges Huisman,France,0,0,,,,,,,0,18
fc43,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4295/year/1946.html,1946,LA BATAILLE DU RAIL,En Compétition,Longs Métrages,,René CLEMENT,,2,FRANCE,FRANCE,,,,,Georges Huisman,France,1,0,"Grand Prix International de la mise en scène, 1946;Prix du Jury International, 1946",,,,,225,"6,7",984
fc44,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4322/year/1946.html,1946,ROMA CITTA APERTA (ROME VILLE OUVERTE),En Compétition,Longs Métrages,,Roberto ROSSELLINI,,1,ITALIE,ITALIE,,,,,Georges Huisman,France,0,1,"Grand Prix, 1946",,,http://www.allocine.fr/film/fichefilm_gen_cfilm=3622.html,"3,8",1 358,"7,7",1573
fc45,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4364/year/1946.html,1946,"ZDRAVSTVUJ, MOSKVA ! (SALUT MOSCOU)",En Compétition,Longs Métrages,,Sergueï YOUTKÉVITCH,,1,,,,,,,Georges Huisman,France,0,0,,,,,,,0,19
fc5,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4365/year/1946.html,1946,KAMENNYJ CVETOK (LA FLEUR DE PIERRE),En Compétition,Longs Métrages,,Aleksandr PTOUCHKO,,1,,,,,,,Georges Huisman,France,0,0,"Grand Prix International de la couleur, 1946",,,,,3,0,2
fc6,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4320/year/1946.html,1946,UN GIORNO NELLA VITA (UN JOUR DANS LA VIE),En Compétition,Longs Métrages,,Alessandro BLASETTI,,1,ITALIE,ITALIE,,,,,Georges Huisman,France,0,0,,,,,,396,"7,8",1583
fc7,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4345/year/1946.html,1946,IRIS OCH LOJTNANTSHJARTA (L'EPREUVE),En Compétition,Longs Métrages,,Alf SJÖBERG,,1,SUÈDE,SUÈDE,,,,,Georges Huisman,France,0,1,"Grand Prix, 1946",,,http://www.allocine.fr/film/fichefilm_gen_cfilm=193366.html,#N/A,,0,530
fc8,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4274/year/1946.html,1946,NOTORIOUS (LES ENCHAINES),En Compétition,Longs Métrages,,Alfred HITCHCOCK,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Georges Huisman,France,0,0,,,,,,2 200,"7,9",1610
fc9,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4344/year/1946.html,1946,BLOD OCH ELD (SANG ET FEU),En Compétition,Longs Métrages,,Anders HENRIKSON,,1,SUÈDE,SUÈDE,,,,,Georges Huisman,France,0,0,,,,,,,0,3
fc46,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4234/year/1947.html,1947,LES MAUDITS,En Compétition,Longs Métrages,,René CLEMENT,,3,FRANCE,FRANCE,,,,,Georges Huisman,France,1,1,"Grand Prix - films d'aventures et policiers, 1947",,,http://www.allocine.fr/film/fichefilm_gen_cfilm=37042.html,"3,4",32,"6,5",886
fc47,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4247/year/1947.html,1947,IL DELITTO DI GIOVANNI EPISCOPO (LE CRIME DE GIOVANNI EPISCOPO),En Compétition,Longs Métrages,,Alberto LATTUADA,,2,ITALIE,ITALIE,,,,,Georges Huisman,France,0,0,,,,,,,0,20
fc48,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4235/year/1947.html,1947,LES JEUX SONT FAITS,En Compétition,Longs Métrages,,Jean DELANNOY,,2,FRANCE,FRANCE,,,,,Georges Huisman,France,1,0,,,,,,14,"7,3",1336
fc49,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4222/year/1947.html,1947,THE JOLSON STORY,En Compétition,Longs Métrages,,Alfred E. GREEN,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Georges Huisman,France,0,0,,,,,,,0,21
fc50,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4240/year/1947.html,1947,MINE OWN EXECUTIONER (MON PROPRE BOURREAU),En Compétition,Longs Métrages,,Anthony KIMMINS,,1,ROYAUME-UNI,ROYAUME-UNI,,,,,Georges Huisman,France,0,0,,,,,,,0,22
fc51,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4254/year/1947.html,1947,TVA KVINNOR (DEUX FEMMES),En Compétition,Longs Métrages,,Arnold SJOSTRAND,,1,SUÈDE,SUÈDE,,,,,Georges Huisman,France,0,0,,,,,,10,"6,6",926
fc52,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4221/year/1947.html,1947,"DUMBO (DUMBO, L'ELEPHANT VOLANT)",En Compétition,Longs Métrages,,Ben SHARPSTEEN Walt DISNEY,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Georges Huisman,France,0,1,"Grand Prix - dessin animé, 1947",,,http://www.allocine.fr/film/fichefilm_gen_cfilm=22037.html,"3,6",10 000,"6,7",994
fc53,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4204/year/1947.html,1947,LA COPLA DE LA DOLORES,En Compétition,Longs Métrages,,Benito PEROJO,,1,ARGENTINE,ARGENTINE,,,,,Georges Huisman,France,0,0,,,,,,,0,23
fc54,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4248/year/1947.html,1947,SPERDUTI NEL BUIO (PERDU DANS LES TENEBRES),En Compétition,Longs Métrages,,Camillo MASTROCINQUE,,1,ITALIE,ITALIE,,,,,Georges Huisman,France,0,0,,,,,,,0,24
fc55,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4227/year/1947.html,1947,POSSESSED (POSSEDEE),En Compétition,Longs Métrages,,Curtis BERNHARDT,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Georges Huisman,France,0,0,,,,,,18,"7,4",1390
fc56,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4226/year/1947.html,1947,CROSSFIRE,En Compétition,Longs Métrages,,Edward DMYTRYK,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Georges Huisman,France,0,1,"Grand Prix - films sociaux, 1947",,,http://www.allocine.fr/film/fichefilm_gen_cfilm=1094.html,3,67,"6,6",925
fc57,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4223/year/1947.html,1947,BOOMERANG !,En Compétition,Longs Métrages,,Elia KAZAN,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Georges Huisman,France,0,0,,,,,,292,"4,3",543
fc58,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4237/year/1947.html,1947,LES AMANTS DU PONT SAINT JEAN,En Compétition,Longs Métrages,,Henri DECOIN,,1,FRANCE,FRANCE,,,,,Georges Huisman,France,1,0,,,,,,6,"6,2",757
fc59,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4255/year/1947.html,1947,SKEEP TILL INDIA LAND (L'ETERNEL MIRAGE),En Compétition,Longs Métrages,,Ingmar BERGMAN,,1,SUÈDE,SUÈDE,,,,,Georges Huisman,France,0,0,,,,,,19,7,1155
fc60,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4236/year/1947.html,1947,ANTOINE ET ANTOINETTE,En Compétition,Longs Métrages,,Jacques BECKER,,1,FRANCE,FRANCE,,,,,Georges Huisman,France,1,1,"Grand Prix - films psychologiques et d'amour, 1947",,,http://www.allocine.fr/film/fichefilm_gen_cfilm=1099.html,"3,5",130,"7,6",1504
fc61,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4253/year/1947.html,1947,MAROUF SAVETIER DU CAIRE,En Compétition,Longs Métrages,,Jean MAURAN,,1,MAROC,MAROC,,,,,Georges Huisman,France,0,0,,,,,,,0,25
fc62,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4225/year/1947.html,1947,THE STRANGE LOVE OF MARTHA IVERS (L'EMPRISE DU CRIME),En Compétition,Longs Métrages,,Lewis MILESTONE,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Georges Huisman,France,0,0,,,,,,48,"6,6",928
fc63,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4246/year/1947.html,1947,LA FIGLIA DEL CAPITANO (LA FILLE DU CAPITAINE),En Compétition,Longs Métrages,,Mario CAMERINI,,1,ITALIE,ITALIE,,,,,Georges Huisman,France,0,0,,,,,,,0,26
fc64,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4205/year/1947.html,1947,LA GATA (LA CHATTE),En Compétition,Longs Métrages,,Mario SOFFICI,,1,ARGENTINE,ARGENTINE,,,,,Georges Huisman,France,0,0,,,,,,18,"6,5",881
fc65,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4242/year/1947.html,1947,TANITONO (L'INSTITUTRICE),En Compétition,Longs Métrages,,Márton KELETI,,1,HONGRIE,HONGRIE,,,,,Georges Huisman,France,0,0,,,,,,267,"6,3",799
fc66,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4238/year/1947.html,1947,PARIS 1900,En Compétition,Longs Métrages,,Nicole VEDRES,,1,FRANCE,FRANCE,,,,,Georges Huisman,France,1,0,,,,,,22,"7,1",1219
fc67,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4229/year/1947.html,1947,IVY (LE CRIME D'IVY),En Compétition,Longs Métrages,,Sam WOOD,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Georges Huisman,France,0,0,,,,,,3,0,27
fc68,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4224/year/1947.html,1947,THE CHASE (L'EVADEE),En Compétition,Longs Métrages,,Seymour NEBENZAHL,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Georges Huisman,France,0,0,,,,,,4,6,696
fc69,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4228/year/1947.html,1947,ZIEGFELD FOLLIES,En Compétition,Longs Métrages,,Vincente MINNELLI,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Georges Huisman,France,0,1,"Grand Prix - comédies musicales, 1947",,,http://www.allocine.fr/film/fichefilm_gen_cfilm=621.html,"3,2",87,"6,6",927
fc70,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4182/year/1949.html,1949,LE MURA DI MALAPAGA (AU-DELA DES GRILLES),En Compétition,Longs Métrages,,René CLEMENT,,4,ITALIE,ITALIE,,,,,Georges Huisman,France,0,0,"Prix d'interprétation féminine, 1949;Prix de la mise en scène, 1949",,,,,33,"7,1",1220
fc71,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4173/year/1949.html,1949,THE PASSIONATE FRIENDS (LES AMANTS PASSIONNES),En Compétition,Longs Métrages,,David LEAN,,2,ROYAUME-UNI,ROYAUME-UNI,,,,,Georges Huisman,France,0,0,,,,,,41,"6,7",985
fc72,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4176/year/1949.html,1949,OBSESSION,En Compétition,Longs Métrages,,Edward DMYTRYK,,2,ROYAUME-UNI,ROYAUME-UNI,,,,,Georges Huisman,France,0,0,,,,,,1 100,7,1156
fc73,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4189/year/1949.html,1949,PUEBLERINA (LA VILLAGEOISE),En Compétition,Longs Métrages,,Emilio FERNÁNDEZ,,2,MEXIQUE,MEXIQUE,,,,,Georges Huisman,France,0,0,"Prix pour la partition musicale, 1949",,,,,2,0,28
fc74,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4168/year/1949.html,1949,RENDEZ-VOUS DE JUILLET,En Compétition,Longs Métrages,,Jacques BECKER,,2,FRANCE,FRANCE,,,,,Georges Huisman,France,1,0,,,,,,54,"7,2",1276
fc75,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4157/year/1949.html,1949,THE SET UP (NOUS AVONS GAGNE CE SOIR?),En Compétition,Longs Métrages,,Robert WISE,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Georges Huisman,France,0,0,,,,,,498,"7,9",1611
fc76,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4159/year/1949.html,1949,LOST BOUNDARIES (FRONTIERES OUBLIEES),En Compétition,Longs Métrages,,Alfred L. WERKER,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Georges Huisman,France,0,0,"Prix du scénario, 1949",,,,,,0,29
fc77,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4166/year/1949.html,1949,RETOUR A LA VIE,En Compétition,Longs Métrages,,André CAYATTE Henri-Georges CLOUZOT Jean DRÉVILLE Georges LAMPIN,,1,FRANCE,FRANCE,,,,,Georges Huisman,France,1,0,,,,,,,0,30
fc78,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4167/year/1949.html,1949,OCCUPE TOI D'AMELIE,En Compétition,Longs Métrages,,Claude AUTANT-LARA,,1,FRANCE,FRANCE,,,,,Georges Huisman,France,1,0,"Prix pour le décor, 1949",,,,,37,"7,2",1277
fc79,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4203/year/1949.html,1949,NA SVOJI ZEMLJI (SUR LE SOL NATAL),En Compétition,Longs Métrages,,France STIGLIC,,1,,,,,,,Georges Huisman,France,0,0,,,,,,,0,31
fc80,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4155/year/1949.html,1949,ACT OF VIOLENCE (ACTE DE VIOLENCE),En Compétition,Longs Métrages,,Fred ZINNEMANN,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Georges Huisman,France,0,0,,,,,,46,"7,4",1391
fc81,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4181/year/1949.html,1949,RISO AMARO (RIZ AMER),En Compétition,Longs Métrages,,Giuseppe DE SANTIS,,1,ITALIE,ITALIE,,,,,Georges Huisman,France,0,0,,,,,,239,"7,3",1338
fc82,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4198/year/1949.html,1949,FRAMMANDE HAMN (PORT ETRANGER),En Compétition,Longs Métrages,,Hampe FAUSTMAN,,1,SUÈDE,SUÈDE,,,,,Georges Huisman,France,0,0,,,,,,,0,32
fc83,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4132/year/1949.html,1949,EINE GROSE LIEBE (UN GRAND AMOUR),En Compétition,Longs Métrages,,Hans BERTRAM,,1,ALLEMAGNE,ALLEMAGNE,,,,,Georges Huisman,France,0,0,,,,,,,0,33
fc84,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4130/year/1949.html,1949,DER APFEL IST AB,En Compétition,Longs Métrages,,Helmut KÄUTNER,,1,ALLEMAGNE,ALLEMAGNE,,,,,Georges Huisman,France,0,0,,,,,,,0,34
fc85,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4165/year/1949.html,1949,AU GRAND BALCON,En Compétition,Longs Métrages,,Henri DECOIN Marcel RIVET,,1,FRANCE,FRANCE,,,,,Georges Huisman,France,1,0,,,,,,11,"5,8",650
fc86,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4141/year/1949.html,1949,SERTAO,En Compétition,Longs Métrages,,Joao G. MARTIN,,1,BRÉSIL,BRÉSIL,,,,,Georges Huisman,France,0,0,,,,,,,0,35
fc87,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4129/year/1949.html,1949,DER RUF (LA CHAIR),En Compétition,Longs Métrages,,Josef VON BÁKY,,1,ALLEMAGNE,ALLEMAGNE,,,,,Georges Huisman,France,0,0,,,,,,23,"6,2",759
fc88,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4154/year/1949.html,1949,HOUSE OF STRANGERS (LA MAISON DES ETRANGERS),En Compétition,Longs Métrages,,Joseph L. MANKIEWICZ,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Georges Huisman,France,0,0,"Prix d'interprétation masculine, 1949",,,,,60,"7,1",1221
fc89,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4138/year/1949.html,1949,EROICA (EROICA),En Compétition,Longs Métrages,,Karl HARTL H.Walter KOLM-VELTEE,,1,AUTRICHE,AUTRICHE,,,,,Georges Huisman,France,0,0,,,,,,7,"7,4",1392
fc90,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4131/year/1949.html,1949,DIE BUNTKARIERTEN (LES QUADRILLES MULTICOLORES),En Compétition,Longs Métrages,,Kurt MAETZIG,,1,ALLEMAGNE,ALLEMAGNE,,,,,Georges Huisman,France,0,0,,,,,,,0,36
