id,Url Source,Année,Titre,Competiton,Type,Premier Film,Realise Par,Sexe,Présence du réalisateur,Pays,Pays 1,Pays 2,Pays 3,Pays 4,Pays 5,Président du jury,Nationalité du président du jury,même pays jury et prod ,Palme,Récompense,Duree,Annee,URL Allociné,Note Allociné,Nombre de notes Sens Critique,Note Sens Critique,Classement Sens Critique
fc1435,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4200622/year/2004.html,2004,THE LADYKILLERS (LADYKILLERS),En Compétition,Longs Métrages,,Ethan COEN Joel COEN,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Quentin Tarantino,États-Unis,1,0,"Prix du Jury, 2004",103.00 minutes,2003,,,7 152,"5,9",685
fc1436,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4201604/year/2004.html,2004,DIE FETTEN JAHRE SIND VORBEI (THE EDUKATORS),En Compétition,Longs Métrages,,Hans WEINGARTNER,,1,"ALLEMAGNE, AUTRICHE",ALLEMAGNE, AUTRICHE,,,,Quentin Tarantino,États-Unis,0,0,,126.00 minutes,2004,,,760,"6,8",1085
fc1437,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4183104/year/2004.html,2004,MONDOVINO,En Compétition,Longs Métrages,,Jonathan NOSSITER,,1,"ÉTATS-UNIS, ARGENTINE, ITALIE, FRANCE",ÉTATS-UNIS, ARGENTINE, ITALIE, FRANCE,,Quentin Tarantino,États-Unis,1,0,,158.00 minutes,2003,,,309,"7,2",1322
fc1438,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4201595/year/2004.html,2004,LA NINA SANTA (LA SAINTE FILLE),En Compétition,Longs Métrages,,Lucrecia MARTEL,,1,ARGENTINE,ARGENTINE,,,,,Quentin Tarantino,États-Unis,0,0,,106.00 minutes,2004,,,41,"5,8",665
fc1439,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4200520/year/2004.html,2004,INNOCENCE,En Compétition,Longs Métrages,,Mamoru OSHII,,1,JAPON,JAPON,,,,,Quentin Tarantino,États-Unis,0,0,,100.00 minutes,2003,,,274,"6,4",867
fc1440,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4200633/year/2004.html,2004,LE CONSEGUENZE DELL'AMORE (LES CONSEQUENCES DE L'AMOUR),En Compétition,Longs Métrages,,Paolo SORRENTINO,,1,ITALIE,ITALIE,,,,,Quentin Tarantino,États-Unis,0,0,,100.00 minutes,2004,,,201,"7,6",1543
fc1441,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4182985/year/2004.html,2004,OLD BOY,En Compétition,Longs Métrages,,PARK Chan-Wook,,1,CORÉE,CORÉE,,,,,Quentin Tarantino,États-Unis,0,0,"Grand Prix, 2004",119.00 minutes,2003,,,25 943,"8,1",1652
fc1442,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4201568/year/2004.html,2004,LA FEMME EST L'AVENIR DE L'HOMME (LA FEMME EST L'AVENIR DE L'HOMME),En Compétition,Longs Métrages,,Sangsoo HONG,,1,"CORÉE, FRANCE",CORÉE, FRANCE,,,,Quentin Tarantino,États-Unis,0,0,,88.00 minutes,2003,,,141,"6,3",817
fc1443,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4200639/year/2004.html,2004,THE LIFE AND DEATH OF PETER SELLERS,En Compétition,Longs Métrages,,Stephen HOPKINS,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Quentin Tarantino,États-Unis,1,0,,129.00 minutes,2003,,,133,"6,4",868
fc1444,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4200486/year/2004.html,2004,EXILS,En Compétition,Longs Métrages,,Tony GATLIF,,1,FRANCE,FRANCE,,,,,Quentin Tarantino,États-Unis,0,0,"Prix de la mise en scène, 2004",105.00 minutes,2003,,,570,"6,4",869
fc1445,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4200484/year/2004.html,2004,DIARIOS DE MOTOCICLETA (CARNETS DE VOYAGE),En Compétition,Longs Métrages,,Walter SALLES,,1,"ARGENTINE, BRÉSIL, CHILI, PÉROU, ÉTATS-UNIS",ARGENTINE, BRÉSIL, CHILI, PÉROU, ÉTATS-UNIS,Quentin Tarantino,États-Unis,0,0,"Prix Vulcain de l'Artiste-Technicien, décerné par la C.S.T., 2004",126.00 minutes,2003,,,5 691,"7,1",1267
fc1446,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4278055/year/2005.html,2005,DON'T COME KNOCKING,En Compétition,Longs Métrages,,Wim WENDERS,,8,ALLEMAGNE,ALLEMAGNE,,,,,Emir Kusturica,"Serbie, France",0,0,,122.00 minutes,,,,368,"6,5",914
fc1447,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4271486/year/2005.html,2005,MANDERLAY (MANDERLAY),En Compétition,Longs Métrages,,Lars VON TRIER,,7,"DANEMARK, SUÈDE, ROYAUME-UNI, FRANCE",DANEMARK, SUÈDE, ROYAUME-UNI, FRANCE,,Emir Kusturica,"Serbie, France",0,0,,139.00 minutes,,,,545,"6,8",1086
fc1448,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4283744/year/2005.html,2005,THREE TIMES,En Compétition,Longs Métrages,,HOU Hsiao Hsien,,6,TAÏWAN,TAÏWAN,,,,,Emir Kusturica,"Serbie, France",0,0,,131.00 minutes,,,,292,"6,8",1087
fc1449,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4278008/year/2005.html,2005,BROKEN FLOWERS (BROKEN FLOWERS),En Compétition,Longs Métrages,,Jim JARMUSCH,,5,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Emir Kusturica,"Serbie, France",0,0,"Grand Prix, 2005",105.00 minutes,,,,6 465,"6,8",1088
fc1450,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4283354/year/2005.html,2005,FREE ZONE (FREE ZONE),En Compétition,Longs Métrages,,Amos GITAI,,4,"ISRAËL, FRANCE, ESPAGNE, BELGIQUE",ISRAËL, FRANCE, ESPAGNE, BELGIQUE,,Emir Kusturica,"Serbie, France",0,0,"Prix d'interprétation féminine, 2005",94.00 minutes,,,,158,"6,3",818
fc1451,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4282797/year/2005.html,2005,WHERE THE TRUTH LIES,En Compétition,Longs Métrages,,ATOM EGOYAN,,4,"CANADA, ROYAUME-UNI",CANADA, ROYAUME-UNI,,,,Emir Kusturica,"Serbie, France",0,0,,107.00 minutes,,,,28,"6,6",966
fc1452,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4278028/year/2005.html,2005,CACHE,En Compétition,Longs Métrages,,Michael HANEKE,,4,"FRANCE, AUTRICHE, ALLEMAGNE, ITALIE, ITALIE",FRANCE, AUTRICHE, ALLEMAGNE, ITALIE, ITALIE,Emir Kusturica,"Serbie, France",0,0,"Prix de la mise en scène, 2005",117.00 minutes,,,,2 200,"6,4",870
fc1453,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4277356/year/2005.html,2005,A HISTORY OF VIOLENCE,En Compétition,Longs Métrages,,David CRONENBERG,,3,CANADA,CANADA,,,,,Emir Kusturica,"Serbie, France",0,0,,96.00 minutes,,,,15 344,"7,4",1443
fc1454,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4283372/year/2005.html,2005,LEMMING,En Compétition,Longs Métrages,,Dominik MOLL,,2,FRANCE,FRANCE,,,,,Emir Kusturica,"Serbie, France",0,0,,129.00 minutes,,,,501,"5,6",612
fc1455,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4256719/year/2005.html,2005,LAST DAYS (LAST DAYS),En Compétition,Longs Métrages,,Gus VAN SANT,,2,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Emir Kusturica,"Serbie, France",0,0,"Prix Vulcain de l'Artiste-Technicien, décerné par la C.S.T., 2005",97.00 minutes,,,,3 995,"5,9",686
fc1456,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4283368/year/2005.html,2005,BASHING (HARCELEMENT),En Compétition,Longs Métrages,,KOBAYASHI Masahiro,,2,JAPON,JAPON,,,,,Emir Kusturica,"Serbie, France",0,0,,82.00 minutes,,,,40,"6,8",1089
fc1457,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4286035/year/2005.html,2005,KEUK JANG JEON (CONTE DE CINEMA),En Compétition,Longs Métrages,,Sangsoo HONG,,2,"CORÉE, FRANCE",CORÉE, FRANCE,,,,Emir Kusturica,"Serbie, France",0,0,,90.00 minutes,,,,118,"6,4",871
fc1458,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4254232/year/2005.html,2005,BATALLA EN EL CIELO (BATTLE IN HEAVEN),En Compétition,Longs Métrages,,Carlos REYGADAS,,1,"FRANCE, MEXIQUE, BELGIQUE, ALLEMAGNE, ALLEMAGNE",FRANCE, MEXIQUE, BELGIQUE, ALLEMAGNE, ALLEMAGNE,Emir Kusturica,"Serbie, France",0,0,,98.00 minutes,2004,,,171,"5,9",687
fc1459,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4278140/year/2005.html,2005,SIN CITY,En Compétition,Longs Métrages,,Frank MILLER Robert RODRIGUEZ,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Emir Kusturica,"Serbie, France",0,0,"Prix Vulcain de l'Artiste-Technicien, décerné par la C.S.T., 2005",123.00 minutes,,,,33 412,"7,3",1384
fc1460,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4280978/year/2005.html,2005,KILOMETRE ZERO (KILOMETRE ZERO),En Compétition,Longs Métrages,,Hiner SALEEM,,1,"FRANCE, KURDE",FRANCE, KURDE,,,,Emir Kusturica,"Serbie, France",0,0,,91.00 minutes,2005,,,31,"5,9",688
fc1461,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4284546/year/2005.html,2005,PEINDRE OU FAIRE L'AMOUR (PEINDRE OU FAIRE L'AMOUR),En Compétition,Longs Métrages,,Jean-Marie LARRIEU Arnaud LARRIEU,,1,FRANCE,FRANCE,,,,,Emir Kusturica,"Serbie, France",0,0,,98.00 minutes,,,,464,"5,4",592
fc1462,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4282802/year/2005.html,2005,ELECTION,En Compétition,Longs Métrages,,Johnnie TO,,1,HONG KONG,HONG KONG,,,,,Emir Kusturica,"Serbie, France",0,0,,101.00 minutes,,,,954,"7,3",1385
fc1463,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4278270/year/2005.html,2005,QUANDO SEI NATO NON PUOI PIU NASCONDERTI (UNE FOIS QUE TU ES NE...),En Compétition,Longs Métrages,,Marco Tullio GIORDANA,,1,"ITALIE, FRANCE, ROYAUME-UNI",ITALIE, FRANCE, ROYAUME-UNI,,,Emir Kusturica,"Serbie, France",0,0,,118.00 minutes,,,,26,"5,7",644
fc1464,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4283378/year/2005.html,2005,THE THREE BURIALS OF MELQUIADES ESTRADA (TROIS ENTERREMENTS),En Compétition,Longs Métrages,,Tommy Lee JONES,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Emir Kusturica,"Serbie, France",0,0,"Prix du scénario, 2005;Prix d'interprétation masculine, 2005",120.00 minutes,,,,3 183,"7,2",1323
fc1465,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4279993/year/2005.html,2005,SHANGHAI DREAMS (SHANGHAI DREAMS),En Compétition,Longs Métrages,,Xiaoshuai WANG,,1,CHINE,CHINE,,,,,Emir Kusturica,"Serbie, France",0,0,"Prix du Jury, 2005",120.00 minutes,,,,14,"6,6",967
fc1466,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4276922/year/2005.html,2005,L'ENFANT,En Compétition,Longs Métrages,,Jean-Pierre et Luc DARDENNE,,2,"BELGIQUE, FRANCE",BELGIQUE, FRANCE,,,,Emir Kusturica,"Serbie, France",0,1,"Palme d'or, 2005",95.00 minutes,,http://www.allocine.fr/film/fichefilm_gen_cfilm=59638.html,"1,7",1 166,"6,7",981
fc1467,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4336504/year/2006.html,2006,THE WIND THAT SHAKES THE BARLEY (LE VENT SE LEVE),En Compétition,Longs Métrages,,Ken LOACH,,8,"ROYAUME-UNI, IRLANDE, ITALIE, ALLEMAGNE, ESPAGNE",ROYAUME-UNI, IRLANDE, ITALIE, ALLEMAGNE, ESPAGNE,Wong Kar-wai,Hong Kong,0,1,"Palme d'or, 2006",124.00 minutes,2006,http://www.allocine.fr/film/fichefilm_gen_cfilm=110201.html,"2,2",4 100,"7,3",1332
fc1468,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4352465/year/2006.html,2006,IL CAIMANO (LE CAIMAN),En Compétition,Longs Métrages,,Nanni MORETTI,,5,"ITALIE, FRANCE",ITALIE, FRANCE,,,,Wong Kar-wai,Hong Kong,0,0,,112.00 minutes,2006,,,592,"6,7",1026
fc1469,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4336339/year/2006.html,2006,LAITAKAUPUNGIN VALOT (LES LUMIERES DU FAUBOURG),En Compétition,Longs Métrages,,Aki KAURISMÄKI,,3,"FINLANDE, ALLEMAGNE, FRANCE",FINLANDE, ALLEMAGNE, FRANCE,,,Wong Kar-wai,Hong Kong,0,0,,80.00 minutes,2005,,,133,"6,7",1027
fc1470,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4359937/year/2006.html,2006,FLANDRES,En Compétition,Longs Métrages,,Bruno DUMONT,,2,FRANCE,FRANCE,,,,,Wong Kar-wai,Hong Kong,0,0,"Grand Prix, 2006",91.00 minutes,2006,,,469,"6,7",1028
fc1471,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4359864/year/2006.html,2006,SELON CHARLIE,En Compétition,Longs Métrages,,Nicole GARCIA,,2,FRANCE,FRANCE,,,,,Wong Kar-wai,Hong Kong,0,0,,130.00 minutes,2005,,,244,"4,9",556
fc1472,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4351248/year/2006.html,2006,IKLIMLER (LES CLIMATS),En Compétition,Longs Métrages,,Nuri Bilge CEYLAN,,2,"TURQUIE, FRANCE",TURQUIE, FRANCE,,,,Wong Kar-wai,Hong Kong,0,0,,97.00 minutes,2005,,,198,"6,7",1029
fc1473,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4352470/year/2006.html,2006,L'AMICO DI FAMIGLIA (L'AMI DE LA FAMILLE),En Compétition,Longs Métrages,,Paolo SORRENTINO,,2,"ITALIE, FRANCE",ITALIE, FRANCE,,,,Wong Kar-wai,Hong Kong,0,0,,110.00 minutes,2006,,,67,"6,1",749
fc1474,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4332959/year/2006.html,2006,VOLVER (VOLVER),En Compétition,Longs Métrages,,Pedro ALMODÓVAR,,2,ESPAGNE,ESPAGNE,,,,,Wong Kar-wai,Hong Kong,0,0,"Prix du scénario, 2006;Prix d'interprétation féminine Ex-aequo, 2006",121.00 minutes,,,,12 166,7,1206
fc1475,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4352475/year/2006.html,2006,SUMMER PALACE (PALAIS D'ETE),En Compétition,Longs Métrages,,Ye LOU,,2,"CHINE, FRANCE",CHINE, FRANCE,,,,Wong Kar-wai,Hong Kong,0,0,,140.00 minutes,2006,,,96,"6,8",1090
fc1476,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4352770/year/2006.html,2006,BABEL,En Compétition,Longs Métrages,,Alejandro GONZÁLEZ IÑÁRRITU,,1,MEXIQUE,MEXIQUE,,,,,Wong Kar-wai,Hong Kong,0,0,"Prix de la mise en scène, 2006;Prix Vulcain de l'Artiste-Technicien, décerné par la C.S.T., 2006",142.00 minutes,2006,,,14 686,"6,8",1091
fc1477,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4359479/year/2006.html,2006,RED ROAD,En Compétition,Longs Métrages,1,Andrea ARNOLD,,1,ROYAUME-UNI,ROYAUME-UNI,,,,,Wong Kar-wai,Hong Kong,0,0,"Prix du Jury, 2006",113.00 minutes,2006,,,200,"6,7",1030
fc1478,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4359827/year/2006.html,2006,EL LABERINTO DEL FAUNO (LE LABYRINTHE DE PAN),En Compétition,Longs Métrages,,Guillermo DEL TORO,,1,"ESPAGNE, MEXIQUE",ESPAGNE, MEXIQUE,,,,Wong Kar-wai,Hong Kong,0,0,,114.00 minutes,2006,,,23 062,"7,2",1324
fc1479,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4352625/year/2006.html,2006,CRONICA DE UNA FUGA (BUENOS AIRES 1977 (CRONICA DE UNA FUGA)),En Compétition,Longs Métrages,,Israel Adrián CAETANO,,1,ARGENTINE,ARGENTINE,,,,,Wong Kar-wai,Hong Kong,0,0,,102.00 minutes,2005,,,56,"6,6",968
fc1480,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4359883/year/2006.html,2006,LA RAISON DU PLUS FAIBLE,En Compétition,Longs Métrages,,Lucas BELVAUX,,1,"BELGIQUE, FRANCE",BELGIQUE, FRANCE,,,,Wong Kar-wai,Hong Kong,0,0,,116.00 minutes,2006,,,283,7,1207
fc1481,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4360212/year/2006.html,2006,"JUVENTUDE EM MARCHA (EN AVANT, JEUNESSE !)",En Compétition,Longs Métrages,,Pedro COSTA,,1,"PORTUGAL, FRANCE, SUISSE",PORTUGAL, FRANCE, SUISSE,,,Wong Kar-wai,Hong Kong,0,0,,154.00 minutes,2006,,,51,"7,3",1386
fc1482,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4352781/year/2006.html,2006,INDIGENES,En Compétition,Longs Métrages,,Rachid BOUCHAREB,,1,"FRANCE, MAROC, ALGÉRIE, BELGIQUE",FRANCE, MAROC, ALGÉRIE, BELGIQUE,,Wong Kar-wai,Hong Kong,0,0,"Prix d'interprétation masculine Ex-aequo, 2006",125.00 minutes,2006,,,8 600,6,716
fc1483,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4359806/year/2006.html,2006,SOUTHLAND TALES,En Compétition,Longs Métrages,,Richard KELLY,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Wong Kar-wai,Hong Kong,0,0,,160.00 minutes,2006,,,2 597,"5,8",666
fc1484,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4360399/year/2006.html,2006,FAST FOOD NATION,En Compétition,Longs Métrages,,Richard LINKLATER,,1,"ROYAUME-UNI, ÉTATS-UNIS",ROYAUME-UNI, ÉTATS-UNIS,,,,Wong Kar-wai,Hong Kong,0,0,,116.00 minutes,2006,,,658,"6,1",750
fc1485,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4352266/year/2006.html,2006,MARIE ANTOINETTE,En Compétition,Longs Métrages,,Sofia COPPOLA,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Wong Kar-wai,Hong Kong,0,0,,123.00 minutes,2006,,,15 611,"6,1",751
fc1486,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4359834/year/2006.html,2006,QUAND J'ETAIS CHANTEUR,En Compétition,Longs Métrages,,Xavier GIANNOLI,,1,FRANCE,FRANCE,,,,,Wong Kar-wai,Hong Kong,0,0,,112.00 minutes,2005,,,794,"5,5",602
fc1487,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4429309/year/2007.html,2007,PROMISE ME THIS (PROMETS-MOI),En Compétition,Longs Métrages,,Emir KUSTURICA,,5,"SERBIE, FRANCE",SERBIE, FRANCE,,,,Stephen Frears,Royaume-Uni,0,0,,130.00 minutes,2006,,,426,"6,3",819
fc1488,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4434590/year/2007.html,2007,ALEXANDRA,En Compétition,Longs Métrages,,Alexander SOKOUROV,,4,"RUSSIE, FRANCE",RUSSIE, FRANCE,,,,Stephen Frears,Royaume-Uni,0,0,,92.00 minutes,2006,,,105,"6,6",969
fc1489,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4433965/year/2007.html,2007,MY BLUEBERRY NIGHTS,En Compétition,Longs Métrages,,WONG Kar Wai,,4,HONG KONG,HONG KONG,,,,,Stephen Frears,Royaume-Uni,0,0,,111.00 minutes,2007,,,4 506,"6,3",820
fc1490,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4431438/year/2007.html,2007,PARANOID PARK,En Compétition,Longs Métrages,,Gus VAN SANT,,3,"ÉTATS-UNIS, FRANCE",ÉTATS-UNIS, FRANCE,,,,Stephen Frears,Royaume-Uni,0,0,"Prix du 60e Anniversaire, 2007",85.00 minutes,2007,,,5 003,"6,6",970
fc1491,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4433408/year/2007.html,2007,STELLET LICHT (LUMIERE SILENCIEUSE),En Compétition,Longs Métrages,,Carlos REYGADAS,,2,"MEXIQUE, FRANCE, PAYS-BAS",MEXIQUE, FRANCE, PAYS-BAS,,,Stephen Frears,Royaume-Uni,0,0,"Prix du Jury Ex-aequo, 2007",142.00 minutes,2006,,,130,7,1208
fc1492,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4431712/year/2007.html,2007,NO COUNTRY FOR OLD MEN,En Compétition,Longs Métrages,,Ethan COEN Joel COEN,,2,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Stephen Frears,Royaume-Uni,0,0,,122.00 minutes,2006,,,25 218,"7,8",1608
fc1493,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4430729/year/2007.html,2007,WE OWN THE NIGHT (LA NUIT NOUS APPARTIENT),En Compétition,Longs Métrages,,James GRAY,,2,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Stephen Frears,Royaume-Uni,0,0,,105.00 minutes,2006,,,9 757,"7,4",1444
fc1494,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4434919/year/2007.html,2007,MOGARI NO MORI (LA FORET DE MOGARI),En Compétition,Longs Métrages,,Naomi KAWASE,,2,"JAPON, FRANCE",JAPON, FRANCE,,,,Stephen Frears,Royaume-Uni,0,0,"Grand Prix, 2007",99.00 minutes,2007,,,258,"6,5",915
fc1495,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4432013/year/2007.html,2007,DEATH PROOF (BOULEVARD DE LA MORT - UN FILM GRINDHOUSE),En Compétition,Longs Métrages,,Quentin TARANTINO,,2,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Stephen Frears,Royaume-Uni,0,0,,127.00 minutes,,,,22 720,"6,7",1031
fc1496,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4427494/year/2007.html,2007,IZGNANIE (LE BANNISSEMENT),En Compétition,Longs Métrages,,Andrey ZVYAGINTSEV,,1,RUSSIE,RUSSIE,,,,,Stephen Frears,Royaume-Uni,0,0,"Prix d'interprétation masculine, 2007",150.00 minutes,2007,,,134,"7,5",1496
fc1497,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4434594/year/2007.html,2007,THE MAN FROM LONDON (L'HOMME DE LONDRES),En Compétition,Longs Métrages,,Béla TARR,,1,"FRANCE, HONGRIE, ALLEMAGNE",FRANCE, HONGRIE, ALLEMAGNE,,,Stephen Frears,Royaume-Uni,0,0,,132.00 minutes,2007,,,140,"6,5",916
fc1498,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4435144/year/2007.html,2007,UNE VIEILLE MAITRESSE,En Compétition,Longs Métrages,,Catherine BREILLAT,,1,FRANCE,FRANCE,,,,,Stephen Frears,Royaume-Uni,0,0,,114.00 minutes,2007,,,208,"5,5",603
fc1499,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4435151/year/2007.html,2007,LES CHANSONS D'AMOUR,En Compétition,Longs Métrages,,Christophe HONORÉ,,1,FRANCE,FRANCE,,,,,Stephen Frears,Royaume-Uni,0,0,,95.00 minutes,2007,,,4 468,"6,5",917
fc1500,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4432105/year/2007.html,2007,ZODIAC,En Compétition,Longs Métrages,,David FINCHER,,1,ÉTATS-UNIS,ÉTATS-UNIS,,,,,Stephen Frears,Royaume-Uni,0,0,,156.00 minutes,,,,18 838,7,1209
fc1501,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4430083/year/2007.html,2007,AUF DER ANDEREN SEITE (DE L'AUTRE COTE),En Compétition,Longs Métrages,,Fatih AKIN,,1,"ALLEMAGNE, TURQUIE",ALLEMAGNE, TURQUIE,,,,Stephen Frears,Royaume-Uni,0,0,"Prix du scénario, 2007",122.00 minutes,2007,,,719,"7,3",1387
fc1502,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4435147/year/2007.html,2007,LE SCAPHANDRE ET LE PAPILLON,En Compétition,Longs Métrages,,Julian SCHNABEL,,1,FRANCE,FRANCE,,,,,Stephen Frears,Royaume-Uni,0,0,"Prix de la mise en scène, 2007;Prix Vulcain de l'Artiste-Technicien, décerné par la C.S.T., 2007",112.00 minutes,2007,,,3 392,"7,1",1268
fc1503,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4434982/year/2007.html,2007,SOOM (SOUFFLE),En Compétition,Longs Métrages,,KIM Ki-Duk,,1,CORÉE,CORÉE,,,,,Stephen Frears,Royaume-Uni,0,0,,84.00 minutes,2007,,,120,"6,6",971
fc1504,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4435113/year/2007.html,2007,SECRET SUNSHINE,En Compétition,Longs Métrages,,LEE Chang-dong,,1,CORÉE,CORÉE,,,,,Stephen Frears,Royaume-Uni,0,0,"Prix d'interprétation féminine, 2007",142.00 minutes,2007,,,249,"7,2",1325
fc1505,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4409597/year/2007.html,2007,TEHILIM,En Compétition,Longs Métrages,,Raphaël NADJARI,,1,"ISRAËL, FRANCE",ISRAËL, FRANCE,,,,Stephen Frears,Royaume-Uni,0,0,,96.00 minutes,2007,,,30,"5,9",689
fc1506,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4430119/year/2007.html,2007,IMPORT EXPORT,En Compétition,Longs Métrages,,Ulrich SEIDL,,1,AUTRICHE,AUTRICHE,,,,,Stephen Frears,Royaume-Uni,0,0,,135.00 minutes,2007,,,52,"6,7",1032
fc1507,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4434938/year/2007.html,2007,PERSEPOLIS,En Compétition,Longs Métrages,1,Vincent PARONNAUD Marjane SATRAPI,,1,FRANCE,FRANCE,,,,,Stephen Frears,Royaume-Uni,0,0,"Prix du Jury Ex-aequo, 2007",95.00 minutes,2007,,,19 134,"7,6",1544
fc1508,http://www.festival-cannes.com/fr/archives/ficheFilm/id/4427638/year/2007.html,2007,"4 LUNI, 3 SAPTAMINI SI 2 ZILE (4 MOIS, 3 SEMAINES ET 2 JOURS)",En Compétition,Longs Métrages,,Cristian MUNGIU,,1,"ROUMANIE, BELGIQUE",ROUMANIE, BELGIQUE,,,,Stephen Frears,Royaume-Uni,0,1,"Palme d'or, 2007",113.00 minutes,2007,http://www.allocine.fr/film/fichefilm_gen_cfilm=127944.html,"3,7",1 300,7,1178
fc1509,http://www.festival-cannes.com/fr/archives/ficheFilm/id/10803074/year/2008.html,2008,PALERMO SHOOTING (RENDEZ-VOUS A PALERME),En Compétition,Longs Métrages,,Wim WENDERS,,9,ALLEMAGNE,ALLEMAGNE,,,,,Sean Penn,États-Unis,0,0,,124.00 minutes,2008,,,25,"5,3",581
fc1510,http://www.festival-cannes.com/fr/archives/ficheFilm/id/10803052/year/2008.html,2008,ADORATION,En Compétition,Longs Métrages,,ATOM EGOYAN,,5,CANADA,CANADA,,,,,Sean Penn,États-Unis,0,0,,100.00 minutes,2007,,,21,"6,4",872
