"I","P","Heure De Collecte","Url Source","Titre","Competiton","Type","Realise Par","Pays","Awards","Duree","Premier Film","Categorie4","Annee"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/2968/year/1994.html","ZIRE DARAKHTAN ZEYTON (AU TRAVERS DES OLIVIERS)","En Compétition","Longs Métrages","Abbas KIAROSTAMI","IRAN, RÉPUBLIQUE ISLAMIQUE D","","103.00 minutes","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/4835/year/1997.html","TA'M E GUILASS (LE GOUT DE LA CERISE)","En Compétition","Longs Métrages","Abbas KIAROSTAMI","","Palme d'or Ex-aequo, 1997","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/3151237/year/2002.html","TEN","En Compétition","Longs Métrages","Abbas KIAROSTAMI","FRANCE, IRAN, RÉPUBLIQUE ISLAMIQUE D","","94.00 minutes","","","2002"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/11020892/year/2010.html","COPIE CONFORME","En Compétition","Longs Métrages","Abbas KIAROSTAMI","FRANCE, ITALIE","Prix d'interprétation féminine, 2010","106.00 minutes","","","2010"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/11257652/year/2012.html","LIKE SOMEONE IN LOVE","En Compétition","Longs Métrages","Abbas KIAROSTAMI","FRANCE, JAPON","","109.00 minutes","","","2012"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/3191/year/1962.html","AMES ET RYTHMES","En Compétition","Longs Métrages","Abdelaziz RAMDANI","MAROC","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/2490/year/1970.html","UNE SI SIMPLE HISTOIRE","En Compétition","Longs Métrages","Abdellatif BEN AMMAR","TUNISIE","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/11409897/year/2013.html","LA VIE D'ADELE - CHAPITRE 1 & 2","En Compétition","Longs Métrages","Abdellatif KECHICHE","FRANCE, BELGIQUE, ESPAGNE","Palme d'or, 2013","177.00 minutes","","","2012"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/100009821/year/2014.html","TIMBUKTU","En Compétition","Longs Métrages","Abderrahmane SISSAKO","FRANCE, MAURITANIE","","100.00 minutes","","","2014"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/2571/year/1993.html","BODY SNATCHERS","En Compétition","Longs Métrages","Abel FERRARA","ÉTATS-UNIS","","87.00 minutes","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/5310/year/1999.html","GHESSE HAYE KISH (LES CONTES DE KISH)","En Compétition","Longs Métrages","Abolfazl JALILI Mohsen MAKHMALBAF Nasser TAGHVAI","IRAN, RÉPUBLIQUE ISLAMIQUE D","","72.00 minutes","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/4058/year/1951.html","CAICARA","En Compétition","Longs Métrages","Adolfo CELI","BRÉSIL","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/3969/year/1952.html","TICO TICO NO FUBA","En Compétition","Longs Métrages","Adolfo CELI","BRÉSIL","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/2188/year/1975.html","YUPPI DU","En Compétition","Longs Métrages","Adriano CELENTANO","ITALIE","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/4201580/year/2004.html","COMME UNE IMAGE (COMME UNE IMAGE)","En Compétition","Longs Métrages","Agnès JAOUI","FRANCE","Prix du scénario, 2004","110.00 minutes","","","2003"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/3174/year/1962.html","CLEO DE 5 A 7","En Compétition","Longs Métrages","Agnès VARDA","FRANCE","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/237/year/1989.html","EL NINO DE LA LUNA (L'ENFANT DE LA LUNE)","En Compétition","Longs Métrages","Agustí VILLARONGA","ESPAGNE","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/3974/year/1952.html","LAILAT GHARAM (UNE NUIT D'AMOUR)","En Compétition","Longs Métrages","Ahmed BADRAKHAN","ÉGYPTE","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/4696/year/1996.html","KAUAS PILVET KARKAAVAT (AU LOIN S'EN VONT LES NUAGES)","En Compétition","Longs Métrages","Aki KAURISMÄKI","FINLANDE","","96.00 minutes","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/3103023/year/2002.html","MIES VAILLA MENNEISYYTTA (L'HOMME SANS PASSE)","En Compétition","Longs Métrages","Aki KAURISMÄKI","FINLANDE","Grand Prix, 2002;Prix d'interprétation féminine, 2002","97.00 minutes","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/4336339/year/2006.html","LAITAKAUPUNGIN VALOT (LES LUMIERES DU FAUBOURG)","En Compétition","Longs Métrages","Aki KAURISMÄKI","FINLANDE, ALLEMAGNE, FRANCE","","80.00 minutes","","","2005"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/11161546/year/2011.html","LE HAVRE","En Compétition","Longs Métrages","Aki KAURISMÄKI","FINLANDE, FRANCE, ALLEMAGNE","","93.00 minutes","","","2010"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/3671/year/1956.html","IKIMONO NO KIROKU (SI LES OISEAUX SAVAIENT)","En Compétition","Longs Métrages","Akira KUROSAWA","JAPON","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/1850/year/1980.html","KAGEMUSHA","En Compétition","Longs Métrages","Akira KUROSAWA","JAPON","Palme d'or Ex-aequo, 1980","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/808/year/1986.html","THERESE","En Compétition","Longs Métrages","Alain CAVALIER","FRANCE","Prix du Jury, 1986","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/2568/year/1993.html","LIBERA ME","En Compétition","Longs Métrages","Alain CAVALIER","FRANCE","","80.00 minutes","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/11169554/year/2011.html","PATER","En Compétition","Longs Métrages","Alain CAVALIER","FRANCE","","105.00 minutes","","","2011"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/1909/year/1979.html","SERIE NOIRE","En Compétition","Longs Métrages","Alain CORNEAU","FRANCE","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/2773/year/1967.html","JEU DE MASSACRE","En Compétition","Longs Métrages","Alain JESSUA","FRANCE","Prix du scénario Ex-aequo, 1967","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/3472/year/1959.html","HIROSHIMA, MON AMOUR","En Compétition","Longs Métrages","Alain RESNAIS","FRANCE","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/2680/year/1968.html","JE T'AIME, JE T'AIME","En Compétition","Longs Métrages","Alain RESNAIS","FRANCE","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/2234/year/1974.html","STAVISKY","En Compétition","Longs Métrages","Alain RESNAIS","FRANCE","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/1837/year/1980.html","MON ONCLE D'AMERIQUE","En Compétition","Longs Métrages","Alain RESNAIS","FRANCE","Prix de la Critique Internationale - F.I.P.R.E.S.C.I., 1980;Grand Prix Spécial du Jury Unanimité, 1980","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/10905143/year/2009.html","LES HERBES FOLLES","En Compétition","Longs Métrages","Alain RESNAIS","FRANCE","Prix exceptionnel pour l'ensemble de sa carrière et sa contribution à l'histoire du cinéma, 2009","104.00 minutes","","","2008"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/11257856/year/2012.html","VOUS N'AVEZ ENCORE RIEN VU","En Compétition","Longs Métrages","Alain RESNAIS","FRANCE, ALLEMAGNE","","115.00 minutes","","","2012"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/1743/year/1981.html","LIGHT YEARS AWAY (LES ANNEES LUMIERES)","En Compétition","Longs Métrages","Alain TANNER","SUISSE, FRANCE","Grand Prix Spécial du Jury, 1981","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/2293/year/1973.html","THE HIRELING (LA MEPRISE)","En Compétition","Longs Métrages","Alan BRIDGES","ROYAUME-UNI","Grand Prix International du Festival Ex-aequo, 1973","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/1576/year/1982.html","THE RETURN OF THE SOLDIER","En Compétition","Longs Métrages","Alan BRIDGES","ROYAUME-UNI","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/2114/year/1976.html","BUGSY MALONE","En Compétition","Longs Métrages","Alan PARKER","ROYAUME-UNI","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/1973/year/1978.html","MIDNIGHT EXPRESS","En Compétition","Longs Métrages","Alan PARKER","ROYAUME-UNI","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/1566/year/1982.html","SHOOT THE MOON","En Compétition","Longs Métrages","Alan PARKER","ÉTATS-UNIS","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/943/year/1985.html","BIRDY","En Compétition","Longs Métrages","Alan PARKER","ROYAUME-UNI","Grand Prix Spécial du Jury, 1985","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/169/year/1990.html","COME SEE THE PARADISE","En Compétition","Longs Métrages","Alan PARKER","ÉTATS-UNIS","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/2961/year/1994.html","MRS PARKER AND THE VICIOUS CIRCLE","En Compétition","Longs Métrages","Alan RUDOLPH","ÉTATS-UNIS","","126.00 minutes","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/2682/year/1968.html","CHARLIE BUBBLES","En Compétition","Longs Métrages","Albert FINNEY","ROYAUME-UNI","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/2884/year/1965.html","FIFI LA PLUME","En Compétition","Longs Métrages","Albert LAMORISSE","FRANCE","Prix de la Commission Supérieure Technique, 1965","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/2423/year/1971.html","LA CALIFFA","En Compétition","Longs Métrages","Alberto BEVILACQUA","ITALIE","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/3789/year/1954.html","O CANTO DO MAR (LE CHANT DE LA MER)","En Compétition","Longs Métrages","Alberto de ALMEIDA-CAVALCANTI","BRÉSIL","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/4319/year/1946.html","IL BANDITO (LE BANDIT)","En Compétition","Longs Métrages","Alberto LATTUADA","ITALIE","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/4247/year/1947.html","IL DELITTO DI GIOVANNI EPISCOPO (LE CRIME DE GIOVANNI EPISCOPO)","En Compétition","Longs Métrages","Alberto LATTUADA","ITALIE","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/4017/year/1952.html","IL CAPPOTTO (LE MANTEAU)","En Compétition","Longs Métrages","Alberto LATTUADA","ITALIE","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/3551/year/1957.html","GUENDALINA","En Compétition","Longs Métrages","Alberto LATTUADA","ITALIE","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/4352770/year/2006.html","BABEL","En Compétition","Longs Métrages","Alejandro GONZÁLEZ IÑÁRRITU","MEXIQUE","Prix de la mise en scène, 2006;Prix Vulcain de l'Artiste-Technicien, décerné par la C.S.T., 2006","142.00 minutes","","","2006"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/11020970/year/2010.html","BIUTIFUL","En Compétition","Longs Métrages","Alejandro GONZÁLEZ IÑÁRRITU","ESPAGNE, MEXIQUE","Prix d'interprétation masculine Ex-aequo, 2010","138.00 minutes","","","2009"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/3210/year/1962.html","DVOJE (ELLE ET LUI)","En Compétition","Longs Métrages","Aleksandar PETROVIC","","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/2800/year/1967.html","SKULPJACI PERJA (J'AI MEME RENCONTRE DES TZIGANES HEUREUX)","En Compétition","Longs Métrages","Aleksandar PETROVIC","","Prix de la Critique Internationale - F.I.P.R.E.S.C.I., 1967;Grand Prix Spécial du Jury Ex-aequo, 1967","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/2548/year/1969.html","BICE SKORO PROPAST SVETA (IL PLEUT DANS MON VILLAGE)","En Compétition","Longs Métrages","Aleksandar PETROVIC","","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/2012/year/1977.html","GRUPPENBILD MIT DAME (PORTRAIT DE GROUPE AVEC DAME)","En Compétition","Longs Métrages","Aleksandar PETROVIC","ALLEMAGNE","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/3861/year/1954.html","PATKA Z ULICY BARSKIEJ (LES CINQ DE LA RUE BARSKA)","En Compétition","Longs Métrages","Aleksander FORD","POLOGNE","Prix International, 1954","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/2901/year/1965.html","PIERWSZY DZIEN WOLNOSCI (LE PREMIER JOUR DE LA LIBERTE)","En Compétition","Longs Métrages","Aleksander FORD","POLOGNE","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/4365/year/1946.html","KAMENNYJ CVETOK (LA FLEUR DE PIERRE)","En Compétition","Longs Métrages","Aleksandr PTOUCHKO","","Grand Prix International de la couleur, 1946","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/3692/year/1956.html","PEDAGOGICHESKAYA POEMA (POEME PEDAGOGIQUE)","En Compétition","Longs Métrages","Aleksei MASLYUKOV Mechislava MAYEVSKAYA","","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/4320/year/1946.html","UN GIORNO NELLA VITA (UN JOUR DANS LA VIE)","En Compétition","Longs Métrages","Alessandro BLASETTI","ITALIE","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/11409861/year/2013.html","BORGMAN","En Compétition","Longs Métrages","Alex VAN WARMERDAM","PAYS-BAS, BELGIQUE, DANEMARK","","113.00 minutes","","","2013"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/3169455/year/2002.html","ABOUT SCHMIDT","En Compétition","Longs Métrages","Alexander PAYNE","ÉTATS-UNIS","","125.00 minutes","","","2002"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/11409873/year/2013.html","NEBRASKA","En Compétition","Longs Métrages","Alexander PAYNE","ÉTATS-UNIS","Prix d'interprétation masculine, 2013","110.00 minutes","","","2012"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/5313/year/1999.html","MOLOCH","En Compétition","Longs Métrages","Alexander SOKOUROV","ALLEMAGNE, RUSSIE, FÉDÉRATION DE, FRANCE","Prix du scénario, 1999","102.00 minutes","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/2001813/year/2001.html","TAURUS","En Compétition","Longs Métrages","Alexander SOKOUROV","RUSSIE, FÉDÉRATION DE","","90.00 minutes","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/3157774/year/2002.html","RUSSIAN ARK","En Compétition","Longs Métrages","Alexander SOKOUROV","RUSSIE, FÉDÉRATION DE, ALLEMAGNE","","96.00 minutes","","","2002"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/4434590/year/2007.html","ALEXANDRA","En Compétition","Longs Métrages","Alexander SOKOUROV","RUSSIE, FÉDÉRATION DE, FRANCE","","92.00 minutes","","","2006"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/4081438/year/2003.html","OTETS Y SYN (PERE ET FILS)","En Compétition","Longs Métrages","Alexander SOKUROV","RUSSIE, FÉDÉRATION DE, FRANCE, ALLEMAGNE","","83.00 minutes","","","2003"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/2435/year/1971.html","BEG (LA FUITE)","En Compétition","Longs Métrages","Alexandre ALOV Vladimir NAOUMOV","","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/2573/year/1993.html","DOUBA-DOUBA","En Compétition","Longs Métrages","Alexandre KHVAN","RUSSIE, FÉDÉRATION DE","","130.00 minutes","1","er film",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/2702/year/1968.html","ANNA KARENINE","En Compétition","Longs Métrages","Alexandre ZARKHI","","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/4915/year/1998.html","KHROUSTALIOV, MA VOITURE !","En Compétition","Longs Métrages","Alexei GUERMAN","RUSSIE, FÉDÉRATION DE, FRANCE","","137.00 minutes","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/4345/year/1946.html","IRIS OCH LOJTNANTSHJARTA (L'EPREUVE)","En Compétition","Longs Métrages","Alf SJÖBERG","SUÈDE","Grand Prix, 1946","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/4114/year/1951.html","FROKEN JULIE (MADEMOISELLE JULIE)","En Compétition","Longs Métrages","Alf SJÖBERG","SUÈDE","Grand Prix Ex-aequo, 1951","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/3948/year/1953.html","BARABAS","En Compétition","Longs Métrages","Alf SJÖBERG","SUÈDE","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/3273/year/1961.html","DOMAREN (LE JUGE)","En Compétition","Longs Métrages","Alf SJÖBERG","SUÈDE","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/2845/year/1966.html","ON (L'ILE)","En Compétition","Longs Métrages","Alf SJÖBERG","SUÈDE","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/4222/year/1947.html","THE JOLSON STORY","En Compétition","Longs Métrages","Alfred E. GREEN","ÉTATS-UNIS","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/4274/year/1946.html","NOTORIOUS (LES ENCHAINES)","En Compétition","Longs Métrages","Alfred HITCHCOCK","ÉTATS-UNIS","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/3897/year/1953.html","I CONFESS (LA LOI DU SILENCE)","En Compétition","Longs Métrages","Alfred HITCHCOCK","ÉTATS-UNIS","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/3594/year/1956.html","THE MAN WHO KNEW TOO MUCH (L'HOMME QUI EN SAVAIT TROP)","En Compétition","Longs Métrages","Alfred HITCHCOCK","ÉTATS-UNIS","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/4159/year/1949.html","LOST BOUNDARIES (FRONTIERES OUBLIEES)","En Compétition","Longs Métrages","Alfred L. WERKER","ÉTATS-UNIS","Prix du scénario, 1949","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/3149/year/1962.html","JULIA DU BIST ZAUBERHAFT (ADORABLE JULIA)","En Compétition","Longs Métrages","Alfred WEIDENMANN","AUTRICHE","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/3675/year/1956.html","TALPA (LE VOEU)","En Compétition","Longs Métrages","Alfredo B. CREVENNA","MEXIQUE","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/100010668/year/2014.html","LE MERAVIGLIE (LES MERVEILLES)","En Compétition","Longs Métrages","Alice ROHRWACHER","ITALIE, SUISSE, ALLEMAGNE","Grand Prix, 2014","110.00 minutes","","","2014"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/3181/year/1962.html","BAAL HA KHALOMOT (JOSEPH VENDU PAR SES FRERES)","En Compétition","Longs Métrages","Alina GROSS Yoram GROSS","ISRAËL","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/4/year/1992.html","CRUSH","En Compétition","Longs Métrages","Alison MACLEAN","NOUVELLE-ZÉLANDE","","97.00 minutes","1","er film",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/1744/year/1981.html","GROUPPA KROVI NOL (LE GROUPE SANGUIN ZERO)","En Compétition","Longs Métrages","Almantas GRIKIAVICIUS","","Prix du meilleur second rôle féminin au Festival International du Film, 1981","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/11409854/year/2013.html","HELI","En Compétition","Longs Métrages","Amat ESCALANTE","MEXIQUE, ALLEMAGNE, PAYS-BAS, FRANCE","Prix de la mise en scène, 2013","105.00 minutes","","","2013"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/5308/year/1999.html","KADOSH","En Compétition","Longs Métrages","Amos GITAI","FRANCE, ISRAËL","","110.00 minutes","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/5157/year/2000.html","KIPPUR (KIPPOUR)","En Compétition","Longs Métrages","Amos GITAI","FRANCE, ISRAËL, ITALIE","","123.00 minutes","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/3169465/year/2002.html","KEDMA","En Compétition","Longs Métrages","Amos GITAI","FRANCE, ISRAËL, ITALIE","","100.00 minutes","","","2002"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/4283354/year/2005.html","FREE ZONE (FREE ZONE)","En Compétition","Longs Métrages","Amos GITAI","ISRAËL, FRANCE, ESPAGNE, BELGIQUE","Prix d'interprétation féminine, 2005","94.00 minutes","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/5168/year/2000.html","FAST FOOD FAST WOMEN","En Compétition","Longs Métrages","Amos KOLLEK","FRANCE, ALLEMAGNE, ITALIE","","96.00 minutes","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/3244/year/1961.html","AIMEZ-VOUS BRAHMS?","En Compétition","Longs Métrages","Anatole LITVAK","ÉTATS-UNIS","Prix d'interprétation masculine, 1961","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/4344/year/1946.html","BLOD OCH ELD (SANG ET FEU)","En Compétition","Longs Métrages","Anders HENRIKSON","SUÈDE","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/4359479/year/2006.html","RED ROAD","En Compétition","Longs Métrages","Andrea ARNOLD","ROYAUME-UNI","Prix du Jury, 2006","113.00 minutes","1","er film","2006"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/10902591/year/2009.html","FISH TANK","En Compétition","Longs Métrages","Andrea ARNOLD","ROYAUME-UNI","Prix du Jury Ex-aequo, 2009","124.00 minutes","","","2009"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/3431/year/1959.html","MATOMENO ILIOVASILEMMA (CREPUSCULE ENSANGLANTE)","En Compétition","Longs Métrages","Andrea LABRINOS","GRÈCE","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/1921/year/1979.html","SIBERIADA (SIBERIADE)","En Compétition","Longs Métrages","Andrei MIKHALKOV-KONTCHALOVSKI","","Grand Prix Spécial du Jury, 1979","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/4201783/year/2004.html","SHREK 2","En Compétition","Longs Métrages","Andrew ADAMSON Kelly ASBURY Conrad VERNON","ÉTATS-UNIS","","92.00 minutes","","","2003"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/1100045/year/2001.html","SHREK","En Compétition","Longs Métrages","Andrew ADAMSON Vicky JENSON","ÉTATS-UNIS","","90.00 minutes","1","er film",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/11257877/year/2012.html","KILLING THEM SOFTLY (COGAN - LA MORT EN DOUCE)","En Compétition","Longs Métrages","Andrew DOMINIK","ÉTATS-UNIS","","104.00 minutes","","","2012"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/4427494/year/2007.html","IZGNANIE (LE BANNISSEMENT)","En Compétition","Longs Métrages","Andrey ZVYAGINTSEV","RUSSIE, FÉDÉRATION DE","Prix d'interprétation masculine, 2007","150.00 minutes","","","2007"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/100010863/year/2014.html","LEVIATHAN","En Compétition","Longs Métrages","Andrey ZVYAGINTSEV","RUSSIE, FÉDÉRATION DE","Prix du scénario, 2014","141.00 minutes","","","2014"
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/804/year/1986.html","RUNAWAY TRAIN","En Compétition","Longs Métrages","Andreï KONCHALOVSKY","ÉTATS-UNIS","","","","",""
"","","15/4/2015 17:13:42","http://www.festival-cannes.com/fr/archives/ficheFilm/id/415/year/1987.html","SHY PEOPLE (LE BAYOU)","En Compétition","Longs Métrages","Andreï KONCHALOVSKY","ÉTATS-UNIS","Prix d'interprétation féminine, 1987","","","",""
