_input,_pageUrl,my_column,my_column/_source,my_column/_text,TEXT_1,INFOEXCLU_TEXT,PIXM_IMAGE,LINK_2/_text,FONT14_NUMBER
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1086994337/,/trouver_logement/detail/1086994337/,1 285€ /mois *,,Location appartement - PARIS (75019) - 66.1 m² - 1 pièce,http://www.century21.fr/trouver_logement/detail/1086994337/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/973898430/,/trouver_logement/detail/973898430/,1 300€ /mois *,,Location appartement - Paris (75) - 24.0 m² - 1 pièce,http://www.century21.fr/trouver_logement/detail/973898430/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1086017316/,/trouver_logement/detail/1086017316/,1 300€ /mois *,,Location appartement - PARIS (75016) - 45.0 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1086017316/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1094940680/,/trouver_logement/detail/1094940680/,1 300€ /mois *,,Location appartement - PARIS (75020) - 57.4 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1094940680/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1110885460/,/trouver_logement/detail/1110885460/,1 305€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75015) - 42.0 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1110885460/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1106998656/,/trouver_logement/detail/1106998656/,1 314€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75013) - 53.0 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1106998656/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1113132990/,/trouver_logement/detail/1113132990/,1 338€ /mois *,,Location appartement - PARIS (75020) - 56.9 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1113132990/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1073226968/,/trouver_logement/detail/1073226968/,1 350€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75015) - 42.0 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1073226968/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1076756355/,/trouver_logement/detail/1076756355/,1 350€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75015) - 49.5 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1076756355/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1090552220/,/trouver_logement/detail/1090552220/,1 350€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75006) - 38.4 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1090552220/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1042984489/,/trouver_logement/detail/1042984489/,1 350€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75016) - 46.9 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1042984489/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1069055813/,/trouver_logement/detail/1069055813/,1 350€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75012) - 47.6 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1069055813/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1108784270/,/trouver_logement/detail/1108784270/,1 350€ /mois *,,Location appartement - PARIS (75019) - 67.9 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1108784270/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1055085360/,/trouver_logement/detail/1055085360/,1 380€ /mois *,,Location appartement - PARIS (75020) - 51.0 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1055085360/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1050323782/,/trouver_logement/detail/1050323782/,1 400€ /mois *,,Location appartement - PARIS (75014) - 45.0 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1050323782/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1113655069/,/trouver_logement/detail/1113655069/,1 406€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75013) - 52.0 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1113655069/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1102033602/,/trouver_logement/detail/1102033602/,1 415€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75005) - 43.1 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1102033602/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1106958922/,/trouver_logement/detail/1106958922/,1 420€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75010) - 53.8 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1106958922/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1108782775/,/trouver_logement/detail/1108782775/,1 450€ /mois *,,Location appartement - PARIS (75016) - 49.0 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1108782775/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/696303135/,/trouver_logement/detail/696303135/,1 450€ /mois *,,Location appartement - PARIS (75016) - 37.0 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/696303135/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/983608696/,/trouver_logement/detail/983608696/,1 450€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75020) - 59.5 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/983608696/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1099493004/,/trouver_logement/detail/1099493004/,1 450€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75016) - 44.0 m² - 1 pièce,http://www.century21.fr/trouver_logement/detail/1099493004/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1113628729/,/trouver_logement/detail/1113628729/,1 490€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75011) - 64.8 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1113628729/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1105340417/,/trouver_logement/detail/1105340417/,1 500€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75015) - 56.0 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1105340417/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1086946811/,/trouver_logement/detail/1086946811/,1 500€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75016) - 50.0 m² - 1 pièce,http://www.century21.fr/trouver_logement/detail/1086946811/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1059984052/,/trouver_logement/detail/1059984052/,1 500€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75005) - 44.6 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1059984052/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1081252574/,/trouver_logement/detail/1081252574/,1 523€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75013) - 50.0 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1081252574/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1072309545/,/trouver_logement/detail/1072309545/,1 525€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75013) - 73.0 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1072309545/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1091769197/,/trouver_logement/detail/1091769197/,1 525€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75015) - 54.8 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1091769197/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1036589891/,/trouver_logement/detail/1036589891/,1 542€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75016) - 64.0 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1036589891/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1111445661/,/trouver_logement/detail/1111445661/,1 544€ /mois *,,Location appartement - PARIS (75019) - 72.2 m² - 4 pièces,http://www.century21.fr/trouver_logement/detail/1111445661/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1089987517/,/trouver_logement/detail/1089987517/,1 580€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75015) - 56.1 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1089987517/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1086985407/,/trouver_logement/detail/1086985407/,1 585€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75015) - 56.8 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1086985407/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1091027860/,/trouver_logement/detail/1091027860/,1 589€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75013) - 51.6 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1091027860/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1086993708/,/trouver_logement/detail/1086993708/,1 590€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75007) - 50.7 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1086993708/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1110411952/,/trouver_logement/detail/1110411952/,1 595€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75003) - 43.0 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1110411952/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1109992921/,/trouver_logement/detail/1109992921/,1 600€ /mois *,,Location appartement - PARIS (75020) - 56.9 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1109992921/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/912762968/,/trouver_logement/detail/912762968/,1 600€ /mois *,,Location appartement - PARIS (75008) - 45.0 m² - 1 pièce,http://www.century21.fr/trouver_logement/detail/912762968/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1092753307/,/trouver_logement/detail/1092753307/,1 650€ /mois *,,Location appartement - PARIS (75019) - 87.2 m² - 4 pièces,http://www.century21.fr/trouver_logement/detail/1092753307/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1076749971/,/trouver_logement/detail/1076749971/,1 650€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75015) - 57.0 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1076749971/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1113139665/,/trouver_logement/detail/1113139665/,1 655€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75011) - 66.4 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1113139665/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1059644028/,/trouver_logement/detail/1059644028/,1 690€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75003) - 54.8 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1059644028/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1099526122/,/trouver_logement/detail/1099526122/,1 698€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75005) - 55.5 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1099526122/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1086991834/,/trouver_logement/detail/1086991834/,1 707€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75013) - 84.0 m² - 4 pièces,http://www.century21.fr/trouver_logement/detail/1086991834/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1085578223/,/trouver_logement/detail/1085578223/,1 760€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75016) - 45.0 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1085578223/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1083290951/,/trouver_logement/detail/1083290951/,1 760€ /mois *,,Location appartement - PARIS (75116) - 54.9 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1083290951/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1081301335/,/trouver_logement/detail/1081301335/,1 799€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75005) - 60.3 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1081301335/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1090584227/,/trouver_logement/detail/1090584227/,1 800€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75008) - 50.5 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1090584227/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1113167004/,/trouver_logement/detail/1113167004/,1 800€ /mois *,,Location appartement - PARIS (75010) - 71.9 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1113167004/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1086910702/,/trouver_logement/detail/1086910702/,1 810€ /mois *,,Location appartement - PARIS (75012) - 68.4 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1086910702/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1108775653/,/trouver_logement/detail/1108775653/,1 835€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75015) - 69.4 m² - 4 pièces,http://www.century21.fr/trouver_logement/detail/1108775653/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1071935849/,/trouver_logement/detail/1071935849/,1 880€ /mois *,,Location appartement - PARIS (75012) - 70.0 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1071935849/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1062380566/,/trouver_logement/detail/1062380566/,1 900€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75001) - 60.0 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1062380566/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1108284519/,/trouver_logement/detail/1108284519/,1 910€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75005) - 61.9 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1108284519/,,
