_input,_pageUrl,my_column,my_column/_source,my_column/_text,TEXT_1,INFOEXCLU_TEXT,PIXM_IMAGE,LINK_2/_text,FONT14_NUMBER
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1113164931/,/trouver_logement/detail/1113164931/,1 930€ /mois *,,Location appartement - PARIS (75006) - 51.2 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1113164931/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1105330734/,/trouver_logement/detail/1105330734/,1 940€ /mois *,,Location appartement - PARIS (75014) - 63.1 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1105330734/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1096489098/,/trouver_logement/detail/1096489098/,1 965€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75018) - 75.0 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1096489098/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1104914135/,/trouver_logement/detail/1104914135/,1 980€ /mois *,,Location appartement - PARIS (75016) - 43.0 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1104914135/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1104041381/,/trouver_logement/detail/1104041381/,1 989€ /mois *,,Location appartement - PARIS (75016) - 64.0 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1104041381/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1022426576/,/trouver_logement/detail/1022426576/,1 990€ /mois *,,Location appartement - PARIS (75016) - 90.0 m² - 4 pièces,http://www.century21.fr/trouver_logement/detail/1022426576/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1098619457/,/trouver_logement/detail/1098619457/,1 995€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75016) - 65.3 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1098619457/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/929169113/,/trouver_logement/detail/929169113/,2 000€ /mois *,,Location appartement - PARIS (75016) - 74.0 m² - 1 pièce,http://www.century21.fr/trouver_logement/detail/929169113/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1060408574/,/trouver_logement/detail/1060408574/,2 000€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75008) - 32.0 m² - 1 pièce,http://www.century21.fr/trouver_logement/detail/1060408574/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1107874033/,/trouver_logement/detail/1107874033/,2 000€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75003) - 74.1 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1107874033/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1096949540/,/trouver_logement/detail/1096949540/,2 050€ /mois *,,Location appartement - PARIS (75015) - 66.4 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1096949540/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1095401304/,/trouver_logement/detail/1095401304/,2 150€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75009) - 87.2 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1095401304/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1033965278/,/trouver_logement/detail/1033965278/,2 220€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75016) - 87.0 m² - 4 pièces,http://www.century21.fr/trouver_logement/detail/1033965278/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1007087078/,/trouver_logement/detail/1007087078/,2 290€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75015) - 87.7 m² - 4 pièces,http://www.century21.fr/trouver_logement/detail/1007087078/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1101094995/,/trouver_logement/detail/1101094995/,2 300€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75015) - 84.0 m² - 4 pièces,http://www.century21.fr/trouver_logement/detail/1101094995/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1105793546/,/trouver_logement/detail/1105793546/,2 300€ /mois *,,Location appartement - PARIS (75004) - 60.0 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1105793546/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/929853041/,/trouver_logement/detail/929853041/,2 350€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75016) - 81.0 m² - 4 pièces,http://www.century21.fr/trouver_logement/detail/929853041/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1102024132/,/trouver_logement/detail/1102024132/,2 360€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75007) - 61.2 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1102024132/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1073880140/,/trouver_logement/detail/1073880140/,2 360€ /mois *,,Location appartement - PARIS (75016) - 80.0 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1073880140/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1094952254/,/trouver_logement/detail/1094952254/,2 395€ /mois *,,Location appartement - PARIS (75016) - 69.0 m² - 4 pièces,http://www.century21.fr/trouver_logement/detail/1094952254/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1086397903/,/trouver_logement/detail/1086397903/,2 500€ /mois *,,Location appartement - PARIS (75001) - 100.0 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1086397903/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1060437988/,/trouver_logement/detail/1060437988/,2 550€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75002) - 88.9 m² - 4 pièces,http://www.century21.fr/trouver_logement/detail/1060437988/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1028259686/,/trouver_logement/detail/1028259686/,2 550€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75006) - 95.2 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1028259686/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1022461335/,/trouver_logement/detail/1022461335/,2 625€ /mois *,,Location appartement - PARIS (75001) - 96.3 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1022461335/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/,http://www.century21.fr/trouver_logement/detail/1099545091/,/trouver_logement/detail/1099545091/,2 645€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75016) - 85.2 m² - 4 pièces,http://www.century21.fr/trouver_logement/detail/1099545091/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/,http://www.century21.fr/trouver_logement/detail/1080515883/,/trouver_logement/detail/1080515883/,2 700€ /mois *,,Location appartement - PARIS (75016) - 71.7 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1080515883/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/,http://www.century21.fr/trouver_logement/detail/453811115/,/trouver_logement/detail/453811115/,2 716€ /mois *,,Location appartement - PARIS (75016) - 75.6 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/453811115/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/,http://www.century21.fr/trouver_logement/detail/1072388518/,/trouver_logement/detail/1072388518/,2 735€ /mois *,,Location appartement - PARIS (75014) - 105.4 m² - 5 pièces,http://www.century21.fr/trouver_logement/detail/1072388518/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/,http://www.century21.fr/trouver_logement/detail/1113624620/,/trouver_logement/detail/1113624620/,2 749€ /mois *,,Location appartement - PARIS (75016) - 92.6 m² - 4 pièces,http://www.century21.fr/trouver_logement/detail/1113624620/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/,http://www.century21.fr/trouver_logement/detail/1078423247/,/trouver_logement/detail/1078423247/,2 750€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75011) - 109.3 m² - 5 pièces,http://www.century21.fr/trouver_logement/detail/1078423247/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/,http://www.century21.fr/trouver_logement/detail/1100049350/,/trouver_logement/detail/1100049350/,2 769€ /mois *,,Location appartement - PARIS (75017) - 97.2 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1100049350/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/,http://www.century21.fr/trouver_logement/detail/1111469672/,/trouver_logement/detail/1111469672/,2 780€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75006) - 72.0 m² - 4 pièces,http://www.century21.fr/trouver_logement/detail/1111469672/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/,http://www.century21.fr/trouver_logement/detail/990225093/,/trouver_logement/detail/990225093/,2 800€ /mois *,,Location appartement - PARIS (75015) - 107.4 m² - 4 pièces,http://www.century21.fr/trouver_logement/detail/990225093/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/,http://www.century21.fr/trouver_logement/detail/1090538572/,/trouver_logement/detail/1090538572/,2 800€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75015) - 111.0 m² - 5 pièces,http://www.century21.fr/trouver_logement/detail/1090538572/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/,http://www.century21.fr/trouver_logement/detail/1095968869/,/trouver_logement/detail/1095968869/,2 895€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75017) - 96.0 m² - 4 pièces,http://www.century21.fr/trouver_logement/detail/1095968869/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/,http://www.century21.fr/trouver_logement/detail/1085985396/,/trouver_logement/detail/1085985396/,2 901€ /mois *,,Location appartement - PARIS (75116) - 79.0 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1085985396/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/,http://www.century21.fr/trouver_logement/detail/1050522453/,/trouver_logement/detail/1050522453/,3 050€ /mois *,,Location appartement - PARIS (75016) - 96.2 m² - 4 pièces,http://www.century21.fr/trouver_logement/detail/1050522453/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/,http://www.century21.fr/trouver_logement/detail/1057154275/,/trouver_logement/detail/1057154275/,3 200€ /mois *,,Location appartement - PARIS (75017) - 97.6 m² - 4 pièces,http://www.century21.fr/trouver_logement/detail/1057154275/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/,http://www.century21.fr/trouver_logement/detail/1062099346/,/trouver_logement/detail/1062099346/,3 200€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75015) - 124.9 m² - 5 pièces,http://www.century21.fr/trouver_logement/detail/1062099346/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/,http://www.century21.fr/trouver_logement/detail/852393544/,/trouver_logement/detail/852393544/,3 500€ /mois *,,Location appartement - PARIS (75008) - 55.0 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/852393544/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/,http://www.century21.fr/trouver_logement/detail/929159665/,/trouver_logement/detail/929159665/,3 500€ /semaine EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75007) - 50.0 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/929159665/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/,http://www.century21.fr/trouver_logement/detail/1107858106/,/trouver_logement/detail/1107858106/,3 500€ /mois *,,Location appartement - PARIS (75016) - 110.0 m² - 4 pièces,http://www.century21.fr/trouver_logement/detail/1107858106/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/,http://www.century21.fr/trouver_logement/detail/1051573341/,/trouver_logement/detail/1051573341/,3 530€ /mois *,,Location appartement - PARIS (75016) - 127.0 m² - 5 pièces,http://www.century21.fr/trouver_logement/detail/1051573341/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/,http://www.century21.fr/trouver_logement/detail/1095435691/,/trouver_logement/detail/1095435691/,3 880€ /mois *,,Location appartement - PARIS (75016) - 122.0 m² - 5 pièces,http://www.century21.fr/trouver_logement/detail/1095435691/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/,http://www.century21.fr/trouver_logement/detail/1105383713/,/trouver_logement/detail/1105383713/,4 170€ /mois *,,Location appartement - PARIS (75001) - 130.4 m² - 5 pièces,http://www.century21.fr/trouver_logement/detail/1105383713/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/,http://www.century21.fr/trouver_logement/detail/1083890332/,/trouver_logement/detail/1083890332/,4 500€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75015) - 167.3 m² - 6 pièces,http://www.century21.fr/trouver_logement/detail/1083890332/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/,http://www.century21.fr/trouver_logement/detail/1090584520/,/trouver_logement/detail/1090584520/,7 500€ /mois *,,Location appartement - PARIS (75008) - 149.4 m² - 5 pièces,http://www.century21.fr/trouver_logement/detail/1090584520/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/,http://www.century21.fr/trouver_logement/detail/988994191/,/trouver_logement/detail/988994191/,8 000€ /mois *,,Location appartement - PARIS (75017) - 300.0 m² - 7 pièces,http://www.century21.fr/trouver_logement/detail/988994191/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1060437988/,/trouver_logement/detail/1060437988/,2 550€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75002) - 88.9 m² - 4 pièces,http://www.century21.fr/trouver_logement/detail/1060437988/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1028259686/,/trouver_logement/detail/1028259686/,2 550€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75006) - 95.2 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1028259686/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-2-90/,http://www.century21.fr/trouver_logement/detail/1022461335/,/trouver_logement/detail/1022461335/,2 625€ /mois *,,Location appartement - PARIS (75001) - 96.3 m² - 3 pièces,http://www.century21.fr/trouver_logement/detail/1022461335/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/,http://www.century21.fr/trouver_logement/detail/1099545091/,/trouver_logement/detail/1099545091/,2 645€ /mois * EN LOCATION ICI ET NULLE PART AILLEURS,,Location appartement - PARIS (75016) - 85.2 m² - 4 pièces,http://www.century21.fr/trouver_logement/detail/1099545091/,,
webpage/url:http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/|,http://www.century21.fr/annonces/location-appartement/d-75_paris/s-0-/st-0-/b-0-/p-1-2-3-4-5/page-3-90/,http://www.century21.fr/trouver_logement/detail/1080515883/,/trouver_logement/detail/1080515883/,2 700€ /mois *,,Location appartement - PARIS (75016) - 71.7 m² - 2 pièces,http://www.century21.fr/trouver_logement/detail/1080515883/,,
